;meta[fps=30]
;meta[frames=162]
jaw_open_a;0;0;0;0;0;-0.010453333;-0.0009904759;0.036160003;0.09761524;0.16268192;0.2117486;0.20353526;0.15175621;0.08438858;0.027794292;-0.0054704747;-0.007405716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.012102095;0.0111466665;0.046816003;0.059811052;0.06471467;0.039291434;0.009091048;0.060604963;0.14857602;0.2144366;0.2501349;0.20840229;0.1256183;0.06295999;0.039518476;0.057154287;0.09915429;0.10678476;0.08018286;0.036937144;0.0015847608;-0.00896;0.00013714287;-0.00009142858;0;0;-0.012214858;0.0026879993;0.042578287;0.09951087;0.16854858;0.17579886;0.12126171;0.059904;0.0071131447;-0.016420571;0;0;-0.00576;-0.00672;0.02249143;0.087168;0.123556554;0.14005029;0.12978284;0.09588114;0.063606866;0.049828574;0.015844574;-0.0030719978;-0.0039862865;0;0.00009142858;0.00034285718;-0.006342857;-0.007931428;0.021348573;0.07172571;0.11135999;0.13974857;0.11919999;0.07259771;0.033296;0.030928005;0.0135474345;0.03137905;0.07198857;0.104570284;0.11606019;0.110217154;0.056228574;0.011916192;-0.001051428;-0.005028572;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019382855;-0.0024685718;0.0064365705;0.024932573;0.060672;0.07251199;0.060452573;0.013574397;0.016223544;0.05952732;0.14002562;0.21057649;0.20592004;0.12605624;0.05937235;0.005280004;-0.017021565;-0.0040838094;0.008685714;0.01615238;0.018316189;0.015177142;0.0061866664;-0.0065066675;-0.004434285;0.015280003;0.0337984;0.07967726;0.13280733;0.17916848;0.21178791;0.20052576;0.13318767;0.067692354;0.012411432;-0.012968232;-0.0023771431;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;-0.008685715;0.004525714;0.03881143;0.05590858;0.05581715;0.038537145;0.0040685725;-0.008502858;0;0;0;0;0;0;0;0;0;-0.003017143;-0.0015085716;0.010240002;0.030765718;0.057965714;0.08374857;0.100205705;0.109485716;0.11337143;0.11414858;0.11492571;0.113554284;0.10505143;0.103611425;0.103542864;0.086514294;0.05066667;0.020716192;0.026541715;0.06788724;0.12444648;0.15105829;0.14797868;0.11349334;0.075625144;0.03535543;0.01669943;0.025965713;0.06725714;0.09579429;0.108525716;0.08658286;0.05115429;0.021165714;0.0024571419;-0.011579429;0.0040685716;0.014518859;0.025426285;0.042596575;0.06638628;0.094006866;0.12233144;0.11112229;0.07316115;0.029394286;-0.0019199997;-0.007314286;0;0;0;0;0;-0.009965714;0.0062628565;0.037805717;0.06706286;0.077988565;0.063588575;0.02386286;-0.006552381;-0.0079908585;0.041545145;0.12473906;0.15734859;0.140928;0.07547734;0.00693943;-0.018304002;0;-0.0027428572;-0.008045714;0.0073599988;0.053421717;0.12365257;0.18409526;0.2147886;0.166864;0.10877868;0.062086865;0.04517486;0.061478097;0.10501487;0.11898516;0.10528001;0.10243659;0.09869716;0.08895544;0.072882295;0.048694868;0.0015177154;-0.008027429;-0.0028617147;0.00042971427;0.00009142858;0;0;0;0;0;0;-0.011117715;0.0063268584;0.03964343;0.07552915;0.10970514;0.10489601;0.061101716;0.024027428;-0.001988572;0.008109714;0.067232005;0.09058286;0.10878858;0.10773486;0.102162294;0.11895619;0.13641144;0.116350494;0.09355048;0.06232228;0.03449905;0.015646473;0.02408686;0.03684191;0.07215543;0.12186744;0.13519542;0.105085716;0.0936503;0.088489145;0.095657155;0.099680014;0.07157487;0.023305146;-0.0071542873;-0.0046171434;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00010496388;0.000782458;0.004141302;0.013273158;0.030402627;0.04958493;0.07103828;0.079651676;0.06912665;0.049444348;0.041242532;0.035872832;0.035423715;0.02475557;0.020121256;0.022710364;0.031188583;0.03429933;0.041298512;0.058081597;0.0937725;0.12960494;0.14708698;0.15345047;0.15561943;0.1567936;0.15534414;0.14479765;0.12545806;0.10454929;0.08222267;0.05549472;0.028897667;0.0072472785;-0.0011355184;-0.0008826508;0.00007633737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005152772;0.004134622;0.01923797;0.045735624;0.06079794;0.05617953;0.032982513;0.013001684;0.016809488;0.03175157;0.035876174;0.025010027;0.014875288;0.02334158;0.056620058;0.09061086;0.104688734;0.08823009;0.054325804;0.022003287;0.010820819;0.014023808;0.018114218;0.01447229;0.007217061;-0.0007220242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011584195;0.009729197;0.039668713;0.084894784;0.12715897;0.13317052;0.09994087;0.05188651;0.014572803;-0.0016622461;0;0;0;0;0;0;0;0;-0.0000038168687;0.000087787965;-0.0005000097;-0.00082444336;0.007232966;0.019633016;0.0382746;0.052693773;0.052463807;0.037606645;0.020448871;0.0045373016;0.0012547952;0.0035306027;0.004341687;0.00338747;0.0016221688;-0.00027672292;0.000009542171;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0028569256;0.02548332;0.08583086;0.15434842;0.18232223;0.15316613;0.081140414;0.031094112;0.030468622;0.07353865;0.12584214;0.15623489;0.14553288;0.10206782;0.052996263;0.018295204;0.0029914703;0.00015601452;-0.0007772099;0.004451422;0.021512823;0.048290066;0.06690874;0.074569196;0.07338978;0.075015776;0.08357796;0.09600186;0.10266612;0.1060097;0.100685164;0.08021148;0.050256707;0.0192561;0.02808547;0.06208518;0.087747425;0.08618011;0.06123211;0.049825873;0.058588926;0.064194955;0.042045187;0.05061167;0.07896623;0.12416749;0.14215924;0.14262444;0.12867616;0.13726412;0.1349096;0.11386433;0.08489764;0.06739683;0.0653276;0.08435398;0.10900165;0.12547095;0.13281342;0.1480172;0.1827192;0.22998182;0.27369806;0.29830825;0.26634678;0.19244742;0.1024915;0.031059764;-0.0034723957;0;0;-0.0010162411;0.007442893;0.044385407;0.1108533;0.15363848;0.15049529;0.10709464;0.07620376;0.06402319;0.0655089;0.04872231;0.022451768;0.024323948;0.048865456;0.058097508;0.06317871;0.06372261;0.051172756;0.048796747;0.036641933;0.017161591;0.010706315;0.005552111;-0.0020921207;-0.00313842;0.012898628;0.05401107;0.10794103;0.16435291;0.2061371;0.21271501;0.2044343;0.17929117;0.13565005;0.08585949;0.042431645;0.0065340013;-0.0045344396;-0.0034795525;-0.00080297363;0.00009446749;0;0;0;0;0;0;0;0;0;0;-0.0009017351;0.007535929;0.03251256;0.055664252;0.06050929;0.044478443;0.01741923;-0.002282821;0.01268727;0.046066783;0.0856584;0.11610054;0.113620766;0.07919682;0.040983148;0.011803714;-0.0011140486;-0.0040411092;0.013502168;0.030367952;0.04048265;0.03373157;0.018286375;-0.0028650365;0.00015744576;0.017515846;0.05244391;0.092855826;0.12366252;0.13601243;0.13111517;0.12571546;0.10696454;0.075692795;0.03957143;0.012545568;-0.0013883858;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;-0.0028944581;0.02862651;0.061197113;0.07745061;0.0632964;0.032125305;-0.0022583136;-0.0015903617;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001121205;0.011386989;0.020714462;0.024133738;0.017255424;0.006719278;-0.006910121;0.031457353;0.072767;0.094308436;0.07983615;0.04254218;-0.002088675;0.02009157;0.052381217;0.06653014;0.05513254;0.028043382;-0.0017069875;-0.0027354225;0.00022265063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027672295;0.027767714;0.05443808;0.06679519;0.052004825;0.024571087;-0.0046756635;-0.0003816868;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003371567;0.031775426;0.08696097;0.12183761;0.113233745;0.0690217;0.013088677;-0.0035306031;-0.000031807234;0.000015903615;0;-0.0017295183;0.013700966;0.06789254;0.13859606;0.20558605;0.22292896;0.17850618;0.1055046;0.04729736;0.009080966;0.0013040968;0.0011132534;-0.00011132534;-0.0016698797;0.013274219;0.06764338;0.11023857;0.11901206;0.08519037;0.032575905;-0.0034245786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005516048;0.0023853178;0.0047706356;0.010556387;0.014778129;0.028584514;0.034401435;0.048432793;0.04023597;0.04064934;0.029865265;0.03032742;0.019761546;0.016625848;0.014641696;0.020846687;0.031763583;0.048666365;0.074157186;0.09377281;0.109575555;0.089575924;0.07154147;0.043821186;0.028357277;0.014497131;0.0064466833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00059632945;0.0021142587;0.012283483;0.029789366;0.056529325;0.094563395;0.14386898;0.19146693;0.22336604;0.20963691;0.17543381;0.120991625;0.07962805;0.044345226;0.022348803;0.0066048014;0.0012875294;-0.0005421177;0;0;0;-0.0000474353;-0.00023040002;0.0003456;0.0007860707;0.0019380706;0.002913883;0.005726118;0.0070746364;0.009995295;0.008036895;0.0070610824;0.004201412;0.0029071062;0.0014772707;0.0008064001;0;0;0;0;0;0;0;0;0;0.0016100896;0.0033014966;0.006432227;0.0096415635;0.015900312;0.019098807;0.02340322;0.018464528;0.014482673;0.008383849;0.005188066;0.0024937415;0.001073393;-0.0002710588;-0.0001761882;-0.0000027105586;0;0;0.0015125084;0.0031740991;0.0062587485;0.009511455;0.015699727;0.019180125;0.023628201;0.019875387;0.016545434;0.011403446;0.008649488;0.009481639;0.013443616;0.020445516;0.028671702;0.04158585;0.055219207;0.06598928;0.067981556;0.054909747;0.04081243;0.025262687;0.015549743;0.0077748713;0.0029184003;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0013040964;0.01056;0.04771085;0.110996634;0.1798487;0.22384341;0.21609835;0.16339375;0.09422892;0.03746892;0.007082411;-0.000927711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.0010496388;-0.002563663;0.01239846;0.061741024;0.13432834;0.19847713;0.21879669;0.17894961;0.109166674;0.048085123;0.011722026;-0.00077397545;-0.000053012114;0;0;0;0;0;0;0;0;0;-0.0015776388;0.013626218;0.05061167;0.104582176;0.15706412;0.16565207;0.12603298;0.06808021;0.020458413;-0.002290121;0;0;0;0;0;-0.0028753737;0.0260374;0.08266063;0.14532724;0.1754805;0.15305641;0.08914295;0.03710632;0.0064330106;0.0114347;0.04583423;0.070508696;0.07118062;0.045794465;0.018856125;0.032153137;0.08442832;0.12766232;0.14516424;0.13216542;0.11672539;0.12160542;0.1348229;0.122683145;0.10083953;0.0899824;0.08851899;0.10878444;0.10960242;0.08165447;0.04418555;0.019800004;-0.0020356628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007029399;0.0066031814;0.017449448;0.033298988;0.05728483;0.067622185;0.058840204;0.038569454;0.014268725;-0.0015140243;0;0;0;0;0;0;-0.00001590359;-0.000376386;0.0056722905;0.011106027;0.013703619;0.010867474;0.0044636163;0.0064303614;0.03346121;0.07468338;0.11148435;0.115619294;0.08524339;0.040601935;0.022678558;0.022280969;0.029183136;0.023060245;0.011291568;-0.0015108436;0.00003180723;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0.000024491581;-0.00037405323;-0.0009440383;0.017604986;0.053903718;0.09951649;0.14318883;0.17568806;0.18931928;0.1882077;0.15925309;0.105924375;0.05242866;0.015441936;0.00036737375;-0.00083271344;0.00065904594;-0.0018134897;0.013548291;0.04345862;0.0758212;0.099622555;0.12791061;0.15557526;0.18034394;0.17698713;0.1380434;0.07967181;0.03491038;0.008398875;-0.0033496558;-0.0056652217;-0.0032129728;-0.0023368422;0.0047758566;0.010130606;0.014583617;0.01043675;0.0142607745;0.015721362;0.020845667;0.014500123;0.029067041;0.080883406;0.14408837;0.17249858;0.1509126;0.100626945;0.062876545;0.052757066;0.053636532;0.049548894;0.039392907;0.0287324;0.026238266;0.033247307;0.057965983;0.09265852;0.13826983;0.18356143;0.19153634;0.15286304;0.083899215;0.025939912;-0.0013025063;-0.0011243857;0.00008349399;0;0;0;-0.0016364823;0.013336773;0.05979283;0.13364606;0.17254311;0.15729153;0.118784115;0.11113979;0.13233984;0.14568403;0.1345218;0.116620675;0.12346349;0.1267847;0.10243784;0.048886653;0.013800627;-0.0015771085;0;0;0;0;0;0;0;0;0;-0.00045643383;0.0043416875;0.009919087;0.030224824;0.043416873;0.044919766;0.030492004;0.014138315;-0.0014360966;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001556328;0.014866383;0.037044615;0.061600752;0.08711207;0.09086373;0.06806652;0.06610943;0.07159998;0.07505997;0.07096989;0.0418611;0.021725135;0.04973459;0.10187473;0.14555043;0.18991356;0.22157729;0.26443845;0.27417016;0.28167158;0.29487702;0.3202774;0.33900973;0.33404273;0.28730282;0.22194374;0.15290757;0.07693136;0.028092943;-0.0009573979;-0.0023712297;-0.0027274704;-0.0022821692;-0.0012245786;-0.0000111325235;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0.000031171097;-0.0004430749;-0.0009752094;0.016758915;0.05178854;0.092639364;0.13161214;0.15758766;0.16527244;0.16036192;0.1334579;0.08591977;0.04227023;0.012478456;0.00061228924;-0.0001347036;0.0001681012;0.0051588165;0.03043189;0.066089384;0.097130105;0.108373955;0.11079591;0.114433765;0.12380044;0.12122882;0.10092506;0.06643894;0.038111605;0.019061368;0.007745767;0.0021498152;0.00037170277;-0.0013549528;0.0044196155;0.009640774;0.013949065;0.010330989;0.012846944;0.013074047;0.017255427;0.011917376;0.02386815;0.0661495;0.117876805;0.14073746;0.12332062;0.08665563;0.06243124;0.057994924;0.057176683;0.047908626;0.033302527;0.023410155;0.024629615;0.035243373;0.061019637;0.0971211;0.14272083;0.18483967;0.18948348;0.14874843;0.08022325;0.024412528;-0.0010130602;-0.0011355183;0.00008349399;0;0;0;-0.0016030845;0.013180917;0.057577457;0.12691087;0.16279101;0.14751719;0.107851975;0.09457086;0.11184854;0.12578647;0.11853177;0.102901705;0.10579987;0.10502802;0.08440314;0.03965779;0.011106556;-0.0012728195;0;0;0;0;0;0;0;0;0;-0.0004898314;0.004709061;0.010308724;0.029835185;0.042136632;0.04319422;0.029011376;0.013615087;-0.0013804339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017411282;0.016658721;0.041350678;0.0668709;0.09041843;0.09106411;0.065213636;0.06734514;0.083409384;0.09444617;0.09089712;0.055640392;0.025588123;0.04634288;0.096233316;0.1378968;0.16739431;0.17334467;0.18143019;0.17319214;0.17061941;0.17649664;0.19254085;0.20288482;0.20208107;0.18335056;0.14971808;0.10771058;0.05706536;0.019871568;-0.0030781452;-0.0020038558;-0.0025883138;-0.0021708438;-0.001168916;-0.000016698792;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;-0.0017032772;0.016053108;0.043862175;0.062175192;0.058557115;0.036626033;0.0080933515;-0.0009796629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015797063;0.014964349;0.039921258;0.056235988;0.05137664;0.030513158;0.020236716;0.06217185;0.1353727;0.1990738;0.21856688;0.17842369;0.10805645;0.04958801;0.027027192;0.038071405;0.06365397;0.08318784;0.089267135;0.08766683;0.088453166;0.09099231;0.0902737;0.08409515;0.06468837;0.040002905;0.01681495;0.018059937;0.049113393;0.10253953;0.15387386;0.16220099;0.12333509;0.066603705;0.020007385;-0.0022398653;0;0;0;0;0;-0.00063010125;0.005080887;0.023647722;0.05120296;0.071292736;0.06974531;0.047373377;0.020488312;0.0039208783;-0.0005076435;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012653978;0.010601881;0.045513492;0.075886756;0.08236218;0.0604682;0.024172436;-0.000011132122;-0.0008720483;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000685764;0.00579337;0.023173478;0.049317118;0.07358603;0.07690353;0.05758191;0.029449644;0.012704891;0.012899443;0.025831752;0.03500825;0.034256365;0.023875363;0.012353551;0.0035605852;-0.00033682593;-0.0011986024;0.003970602;0.008943131;0.0119303595;0.00994506;0.0054512285;-0.0014101206;-0.0017700726;0.011032338;0.03631396;0.059031807;0.0681502;0.0609967;0.045622453;0.033598203;0.024499899;0.012853177;0.0038103992;-0.00042860254;0;0;0;0;0;0;0;0;0;0;0
