;meta[fps=30]
;meta[frames=122]
jaw_open_a;0;0;-0.0016914287;-0.0025828574;0.0037942869;0.03118476;0.055177145;0.05986286;0.045241907;0.018925715;-0.0036571424;-0.0035352383;0;0;0;0;0;0;-0.009356191;0.006384763;0.03954286;0.05569524;0.054841906;0.03698286;0.0021180944;-0.0076495237;0;0;0;0;0;0;-0.0030628573;0.0027657147;-0.0017798117;0.029933717;0.05532344;0.0886202;0.10676116;0.10861486;0.07000991;0.047481146;0.011931431;-0.0012457144;-0.004137143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008868571;0.0034651423;0.033919998;0.06908343;0.08768001;0.076214865;0.036333717;0.007945143;-0.004589715;-0.0031817143;0.0003657143;-0.0074057146;0.005043809;0.031314287;0.044114288;0.043443814;0.023725715;0.0007009528;0.024700955;0.047588576;0.044885337;0.03108724;0.03800686;0.04158705;0.062022097;0.086134866;0.07421867;0.046940953;0.030194286;0.0059314286;0.040800005;0.08214858;0.08662858;0.06514286;0.01769143;-0.017462859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.006354286;0.0011657135;0.022262856;0.05870857;0.07250286;0.078320004;0.080274284;0.06746286;0.04893715;0.03547429;0.0053028576;-0.016982859;0.0035314304;0.02804572;0.06965715;0.08454858;0.070068575;0.030041907;0.025942858;0.023862856;0.03632762;0.016365716;0.015565713;0.033013333;0.08185142;0.120806105;0.15365182;0.13934174;0.13138439;0.115334116;0.089339435;0.061811805;0.03022324;0.033065148;0.072598875;0.11963202;0.133056;0.12556799;0.068516575;0.034765713;0.01682286;-0.0018171434;0.0026742858;0.020800002;0.024960004;0.022080002;0.012160001;-0.007680001;0;0;-0.0067382865;0.0006034282;0.022352006;0.07027429;0.08983544;0.08103544;0.043874294;0.008674286;-0.012118859;0;-0.012898288;0.003557716;0.047117725;0.10244573;0.14839545;0.16685715;0.13775316;0.11467314;0.09541486;0.09102172;0.08764343;0.07954286;0.05739886;0.032740574;0.0084754275;-0.0005028576;-0.0029074287;-0.00064;0.00018285715;-0.0047542863;-0.0013714291;0.016777143;0.046628576;0.08210286;0.106483825;0.10927239;0.09392763;0.09720382;0.07459353;0.062723055;0.061720382;0.07579125;0.087335624;0.11192686;0.10058973;0.092480004;0.092617154;0.09609143;0.079222865;0.049737148;0.019382857;-0.0017371433;-0.004937143;-0.0045688166;0.0009482446;0.015394614;0.035652574;0.058819924;0.082008824;0.092131935;0.0974436;0.10547658;0.11312914;0.119768165;0.12332899;0.114834286;0.09202286;0.062422864;0.03299429;0.011017144;-0.0011199997;-0.0034285716;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.00028387958;0.001956145;0.013172966;0.036795404;0.06665365;0.082247525;0.078914665;0.066702195;0.06379214;0.074452154;0.08747404;0.09372644;0.09804561;0.0894275;0.069165654;0.04036338;0.012423906;-0.0013788437;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008460724;0.008339857;0.01695103;0.034775805;0.048757315;0.05818657;0.050393797;0.03776473;0.015732812;0.0045207627;-0.0011832291;-0.000057253023;-0.00013359041;0.00085402426;0.0075096884;0.026384102;0.03981471;0.041126754;0.028149404;0.010682459;-0.0011259761;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003983856;0.0032729644;0.014110482;0.032920964;0.053194735;0.0702757;0.079097435;0.07182391;0.052069232;0.027880311;0.008112752;-0.0009160483;0;0;0;0;-0.001736675;0.015277015;0.054743428;0.0940858;0.10472532;0.081347;0.03690912;0.006784484;-0.0011641448;0.002805398;0.0051527717;0.0049309162;0.016030848;0.034094173;0.04825714;0.049347334;0.03446632;0.011371882;0.0009303615;-0.0013311327;-0.0008587953;-0.00042939765;0.000042939762;0;-0.00022492258;0.0018593601;0.0077823214;0.018728552;0.03390933;0.051480286;0.067701705;0.0686014;0.053771496;0.02977975;0.009137856;-0.0010166501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000028626511;-0.00060115673;0.008816965;0.023363812;0.047341663;0.0794921;0.116305515;0.14235394;0.16361624;0.17208283;0.1719085;0.16733398;0.17238055;0.15368858;0.1166745;0.07917377;0.043884438;0.021362534;0.018535666;0.008731086;-0.0017319039;0.000071566275;0;0;0;-0.0015315183;0.014127183;0.041966468;0.06685721;0.077076875;0.06742974;0.0660435;0.07767087;0.09330095;0.09661806;0.09645701;0.08601694;0.086883605;0.08819828;0.091640614;0.108777165;0.13110942;0.14148653;0.13332151;0.122635975;0.123974256;0.14350829;0.1808766;0.22697102;0.2502809;0.2286024;0.17133325;0.0918088;0.03128818;0.014852389;0.0305192;0.06257815;0.09657631;0.11231135;0.096118286;0.062148154;0.027824972;0.0066699786;-0.0008015425;0;0;-0.001903663;0.016757961;0.058984928;0.111202545;0.13975464;0.12488316;0.07448619;0.028580712;0.0035353748;-0.0015715957;0.00008587953;-0.0012023136;0.010439135;0.038130514;0.079295434;0.098761454;0.08682898;0.05598868;0.043641113;0.06756333;0.09609777;0.11085615;0.113178484;0.1048923;0.09755079;0.10901333;0.1093232;0.12263717;0.1611947;0.20756847;0.2529212;0.25047243;0.18615343;0.09454383;0.026040582;0.005286361;0.04086325;0.0884386;0.13256398;0.15709214;0.16019244;0.155612;0.15181313;0.14305936;0.12579654;0.100006096;0.06967406;0.040150724;0.015955186;0.0022574035;-0.0015785479;-0.00086901913;-0.00008792428;0.000014313256;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0.00007951808;-0.0015346989;0.005804819;0.012802411;0.01689759;0.013995183;0.007474699;-0.00073951815;0;0;0;0;0;0;-0.0022000005;0.019720484;0.06302604;0.13642918;0.19471195;0.20090242;0.1444446;0.07395845;0.014531664;-0.0039287233;0.0044622887;0.0110318065;0.03333133;0.05290603;0.058155287;0.040818755;0.0184641;0.040442895;0.08028145;0.10202169;0.07816626;0.06373215;0.09391299;0.1963015;0.26545525;0.27231762;0.202127;0.12284589;0.07713732;0.10099115;0.17727284;0.26717278;0.32309788;0.30417255;0.21726725;0.114370845;0.03776632;-0.0012086749;-0.0010496388;0.00044530127;-0.00003180723;0;0;0;0;0;0;0.0002862651;-0.0035624101;-0.0009860236;0.027729549;0.071687154;0.120040506;0.1644752;0.21053208;0.28225738;0.37895563;0.44079947;0.4031991;0.28227863;0.13535038;0.0334188;-0.0039653024;0;0;0;0.000011927712;0.000031807267;-0.0026360247;0.005546387;0.01371687;0.019024704;0.014921569;0.019548727;0.051245432;0.084291816;0.092447735;0.08510025;0.06060074;0.03915789;0.031648204;0.014074703;-0.0014366269;0;0;0;-0.0015903618;0.016030846;0.030534945;0.037214465;0.02862651;0.013359038;-0.002862651;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.029852614;0.04675313;0.07273412;0.08885309;0.10172838;0.08211275;0.06506315;0.039678495;0.025533743;0.012766872;0.005619953;-0.000040658826;-0.00014908236;-0.00029816473;-0.00051501184;-0.0008131765;-0.001165553;-0.0014230589;-0.0015043768;-0.0012197648;-0.0009216001;-0.00056922354;-0.0003523765;-0.00017618824;-0.00006776471;-0.00013552942;-0.00032075297;0.00066409435;0.0015992477;0.0035147306;0.0051410845;0.01258165;0.0177137;0.027498921;0.028858734;0.0388608;0.039308053;0.048289135;0.036985982;0.031067858;0.017239342;0.011547107;0.0049468237;0.0023717647;-0.000894494;-0.0005150117;-0.00037948234;-0.00018974117;-0.00012197647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000047435304;-0.0008131765;0.00023040018;0.00055567105;0.0026428245;0.0033882356;0.009236332;0.010937227;0.018757274;0.014813367;0.014067957;0.008172425;0.005942966;0.0029952007;0.0018567533;0;0;0;0;0;0;0.00007667094;0.00009370892;-0.00011926591;-0.00064105424;-0.0006623521;0.0007241138;0.0023469809;0.0054947487;0.0105763255;0.019587291;0.02685399;0.032372173;0.026928535;0.02154879;0.013387596;0.008776692;0.004512937;0.0019295521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0009860243;0.00839711;0.03435181;0.053913265;0.056298807;0.039122898;0.013645303;-0.0014631328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.0012881929;-0.0020573987;0.0151423635;0.046274226;0.081582904;0.09513014;0.07829881;0.041682847;0.0142093515;-0.00012722891;-0.000874699;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00018686749;0.001081446;0.010138556;0.03512712;0.05283977;0.05439037;0.037107114;0.013923618;-0.0014710847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0016364823;0.014322002;0.050107524;0.10801896;0.18532883;0.23760162;0.23587608;0.18297987;0.10376634;0.035156537;0.007681447;-0.0020632292;0.010794844;0.023426555;0.03029904;0.025474941;0.012776434;0.009336483;0.019927233;0.033893365;0.0448025;0.06841089;0.11565216;0.17126101;0.19656453;0.18755534;0.14221032;0.08641405;0.059230637;0.04547083;0.03624864;0.028506331;0.014368388;0.011868762;0.037724435;0.08737182;0.14913437;0.20573737;0.2324866;0.22098744;0.16822366;0.10256402;0.060553737;0.059546795;0.09656136;0.15219787;0.19391422;0.19501412;0.1546281;0.092828624;0.034254525;0.026212104;0.064893484;0.1277934;0.17738019;0.20017265;0.1874482;0.18550862;0.19824785;0.21220721;0.19729714;0.16292961;0.10695969;0.06538276;0.038602054;0.02185873;0.006312981;0.0033141547;0.0017795353;0.019749112;0.041012246;0.060204733;0.07121481;0.07748242;0.06845394;0.055651527;0.031827908;0.010230796;-0.0011243857;-0.0007347471;0.0072918083;0.015251568;0.018843666;0.02256935;0.0202241;0.013563136;0.012320003;0.008074797;0.009258555;0.011537756;0.018212821;0.019760242;0.021222316;0.026836827;0.03310073;0.027876604;0.019663764;0.027315525;0.0723763;0.11550002;0.12095495;0.084273264;0.027022364;0.020717641;0.07434592;0.1273781;0.15116912;0.13459533;0.0873096;0.055708524;0.03655017;0.024278147;0.013668048;0.004634156;-0.0005038267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0019509762;0.01724429;0.058456928;0.123262174;0.1879561;0.22403663;0.21012376;0.16032515;0.0924668;0.037639093;0.008360531;-0.002207952;0.0115667;0.02505933;0.032395665;0.027219038;0.013834026;0.008041399;0.01733261;0.02978101;0.039372057;0.059360147;0.09987737;0.14675738;0.1675279;0.15858735;0.11972203;0.07249282;0.05177184;0.04159949;0.034136795;0.026398202;0.013258846;0.009494934;0.030848242;0.07181597;0.1264422;0.17649516;0.20070247;0.19038966;0.14446686;0.08730131;0.052694723;0.050875667;0.080646284;0.12670048;0.16227335;0.16477263;0.1319372;0.08001508;0.029775627;0.024883438;0.06259433;0.1215322;0.166536;0.18442431;0.16778119;0.15983868;0.16545892;0.1739803;0.16091935;0.13295138;0.08722673;0.05330396;0.03150785;0.017920597;0.005170783;0.002614475;-0.0010412629;0.007250989;0.019277833;0.036117647;0.052207865;0.059651818;0.050827432;0.03576883;0.016197834;0.003239568;-0.0004119038;-0.00067908445;0.0066906516;0.0145836165;0.019014364;0.015674604;0.007904097;0.011065737;0.021218605;0.025827475;0.02553803;0.015731936;0.013231015;0.018431764;0.02011185;0.025645645;0.031035647;0.025959024;0.018294463;0.02615032;0.06861721;0.1090246;0.113737375;0.07896676;0.025118703;0.018569063;0.06454456;0.10866618;0.12697342;0.111494474;0.070838585;0.04540377;0.029766006;0.01975595;0.011108678;0.0037647048;-0.00040935917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0008906025;0.0073920004;0.032952294;0.052545547;0.05566266;0.03918651;0.01424964;-0.0018925305;0.0031505069;0.012863642;0.03267398;0.044474468;0.042776756;0.027007524;0.0099302195;-0.0022265064;0.006401206;0.013470363;0.017338915;0.014138315;0.0073363385;-0.0007291808;0;0;0;0;0;0;-0.0009573978;0.009217736;0.020971464;0.04757933;0.070274115;0.089422055;0.09052697;0.08162372;0.053851392;0.0315123;0.0106593985;0.0019815906;-0.00026439762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011956339;0.010749573;0.03518548;0.06173212;0.07245052;0.060371727;0.031945918;0.010482394;0.0007414268;-0.0006879905;0.00004453013;-0.0010019279;0.008805834;0.031660922;0.05443808;0.06061663;0.04651543;0.02602415;0.026432345;0.035998903;0.03759827;0.031090565;0.025430413;0.023962775;0.034872655;0.051777404;0.057171114;0.052947436;0.03675962;0.013676315;-0.0014472291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
