;meta[fps=30]
;meta[frames=77]
jaw_open_a;0;0;0;-0.0061714286;-0.00119619;0.020342859;0.05706667;0.10282668;0.1471543;0.17571048;0.19834669;0.21289141;0.21491048;0.19960383;0.16457145;0.10968382;0.05514667;0.01568;-0.0032228623;-0.00510476;0;0;0;0;0;0;-0.012303673;0.0033306112;0.04608;0.09770449;0.13853388;0.15197389;0.115402445;0.09184;0.06362775;0.037074286;0.01643102;0.00340245;-0.0072228573;-0.0011657143;-0.0031657144;0.0034514281;0.034057144;0.049165715;0.048777144;0.032891426;0.0077828565;-0.008754286;0;0;0;-0.003634286;-0.00488;0.0112914285;0.06637715;0.09238858;0.089325726;0.057188574;0.012331429;-0.021769797;0.0024163262;0.023640817;0.04934531;0.07285551;0.08954776;0.09707102;0.08660899;0.06227592;0.031320818;-0.0062693884;0.00061387743;0.03812572;0.054537147;0.05229715;0.03387429;-0.00073142844;-0.0062628575;-0.0016457144;0.00054857146;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007588572;0.00288;0.026102861;0.055954292;0.08534858;0.10633143;0.108297154;0.10912;0.116205715;0.097645715;0.06564572;0.032091428;0.005577143;-0.009691428;0;0;-0.002633143;-0.00080457155;0.0078080012;0.024420574;0.06104686;0.07317029;0.05603657;0.03447771;0.024530286;0.038780082;0.07657796;0.0967902;0.09892572;0.094341226;0.07997867;0.09089655;0.11446335;0.15129241;0.19554222;0.24583873;0.25862402;0.27697146;0.25353602;0.19067734;0.110357344;0.04762515;-0.0002834272;-0.004205715;-0.002962286;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00019493295;0.0010918971;0.010998034;0.03494207;0.07095422;0.11159977;0.15155216;0.18001576;0.19883701;0.2042331;0.19321394;0.16765866;0.13696355;0.102988645;0.070259;0.041327138;0.018210277;0.003939166;-0.0015184772;0.00024316613;0.006394049;0.020170556;0.04009445;0.049156334;0.043231126;0.02578438;0.008292149;-0.0009096872;0;0;0;0;0;0;0;0;0;0;-0.00038836632;0.0034113256;0.011866164;0.024526559;0.03974457;0.056130383;0.069114886;0.078481965;0.0786499;0.06711486;0.046947323;0.025931802;0.0096166;0.0016030848;-0.00022137837;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0020559037;0.017777061;0.06585919;0.13471895;0.20030752;0.24248996;0.24837272;0.23325269;0.19828543;0.14766465;0.09146039;0.043626793;0.013466166;0.0005426008;-0.0016629403;-0.0005543133;0.000057253023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011212049;0.009628049;0.036510725;0.075488105;0.11326555;0.13567773;0.12135254;0.085655294;0.04347651;0.01208039;-0.001383615;0;0;0;0.00021469884;-0.00369282;0.010405737;0.03199013;0.05932844;0.08547875;0.10686275;0.11841357;0.12758836;0.12070368;0.11450605;0.118826605;0.12667231;0.13093357;0.11799847;0.09103435;0.065002635;0.04603552;0.030513814;0.019643921;0.010415961;0.003144009;0.00096594024;0.008055501;0.027687563;0.052300632;0.06312145;0.053657524;0.030418526;0.007826487;-0.0009103229;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020197595;0.019815907;0.04421206;0.054526884;0.08162479;0.13941084;0.21238671;0.27503765;0.26854712;0.1862645;0.11257853;0.058201678;0.030800538;0.015938606;0.0058843396;-0.004596145;0.00033397594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.00066265074;0.0053224107;0.024369642;0.05941061;0.10623615;0.15641207;0.19977593;0.23336968;0.25321743;0.25504628;0.23551935;0.19434221;0.13573739;0.07618098;0.030688679;0.0063826484;-0.0008084336;0;0;0;0;0;0;-0.0019379694;0.017010055;0.060329236;0.115380734;0.15648022;0.16690162;0.14126274;0.1012765;0.060124762;0.026354564;0.0061342516;-0.00074519805;0;0.00007951808;-0.0013412051;0.0024703618;0.022927715;0.040050607;0.04511326;0.033530127;0.013449159;-0.0013995185;0;0;0.00011132532;-0.001037711;-0.0035862657;0.00025048247;0.022960845;0.042462654;0.04891555;0.036097232;0.014384821;-0.0014989158;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.000021253018;0.00021759042;0.000461494;-0.00043821707;-0.001980578;0.0017508444;0.019847281;0.05564748;0.10027982;0.13634317;0.14772667;0.12434024;0.081229016;0.03778988;0.009401928;-0.0011152772;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00043973495;0.003061446;0.020494992;0.053973533;0.077812895;0.08544568;0.08491513;0.100809366;0.14691064;0.20308216;0.23778185;0.24260205;0.23464373;0.22922473;0.2281622;0.21777458;0.2199974;0.2336273;0.22177117;0.17602758;0.101740204;0.030091234;-0.003373157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.000020240966;0.00021657835;0.00034713247;-0.0006224099;-0.0020817833;0.0016820261;0.019199573;0.053526234;0.0961699;0.13055424;0.14140642;0.11902902;0.07775668;0.03614024;0.009004193;-0.001067711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00041746997;0.0028944584;0.019543162;0.051855173;0.0745105;0.081214674;0.08056406;0.09801988;0.14849146;0.21206;0.25245026;0.2582747;0.24736251;0.23777796;0.23356201;0.22186765;0.21552211;0.21454616;0.19342774;0.14853023;0.08398382;0.024925739;-0.0027942655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00011291569;0.0006345544;0.0063519054;0.020183282;0.040967718;0.06453211;0.087818585;0.10437624;0.11532349;0.1183909;0.11186763;0.09692062;0.07908273;0.059302997;0.04041109;0.023756823;0.010442316;0.0024936874;-0.0003005784;0;0;0;0;0;0;0;0;0;0;0;-0.0007124821;0.0059113745;0.025248582;0.053436153;0.067296155;0.059781697;0.03413234;0.010141737;-0.0011355182;0;0;0;0;-0.0012913736;0.01217899;0.03307475;0.04804801;0.045532055;0.028777594;0.0063900733;-0.0010687232;-0.00076814473;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00011291569;0.0006345544;0.0063519054;0.020183282;0.040967718;0.06453211;0.087818585;0.10437624;0.11532349;0.1183909;0.11186763;0.09692062;0.07908273;0.059302997;0.04041109;0.023756823;0.010442316;0.0024936874;-0.0003005784;0;0;0;0;0;0;0;0;0;0;0;-0.0007013495;0.0058223144;0.024814414;0.05260121;0.06629422;0.058946755;0.033698175;0.010052677;-0.0011243859;0;0;0;0;-0.00134147;0.012646557;0.034410655;0.04996836;0.04736892;0.02994651;0.006673953;-0.0011021207;-0.00076814473;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;-0.0011188193;0.010822676;0.026115062;0.034668557;0.02759105;0.011286531;0.0029946498;0.033155464;0.0954021;0.16998264;0.22825585;0.24548717;0.20590916;0.1343075;0.062412675;0.015565132;-0.001845217;0;0;0;0;0;0;-0.0025875187;0.022702415;0.08063134;0.1542985;0.20936795;0.2233488;0.18806183;0.14631328;0.10156977;0.06525783;0.042714994;0.03884167;0.047472823;0.06728131;0.088791214;0.10393332;0.10653749;0.11350719;0.13345234;0.15891403;0.17463891;0.15945508;0.11826535;0.08049235;0.051322885;0.03293671;0.02409207;0.032412205;0.067240484;0.091286756;0.08693394;0.062074997;0.041680202;0.046360634;0.076299205;0.10140146;0.124472834;0.15368143;0.18942799;0.22178568;0.22005111;0.1864948;0.1307624;0.072953075;0.037415802;0.034069557;0.04915146;0.075800516;0.084128544;0.067403026;0.03779272;0.011909584;-0.0013158653;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;-0.0011410846;0.011026774;0.02674869;0.035575863;0.028365692;0.011686374;0.003179264;0.03396907;0.09777332;0.1741657;0.23391862;0.25167593;0.21118136;0.13777435;0.064057514;0.015960338;-0.0018925302;0;0;0;0;0;0;-0.0024475665;0.021481015;0.0762149;0.1457312;0.19761834;0.2107261;0.17733486;0.13787162;0.095964015;0.058103863;0.030891184;0.022579955;0.029790655;0.055751715;0.090886;0.11778218;0.1270543;0.13439813;0.14997223;0.17406908;0.19472295;0.18857348;0.1552496;0.12596312;0.09875674;0.080480516;0.06972501;0.07414882;0.099673264;0.114676215;0.09825572;0.0666282;0.045966223;0.054921553;0.08991746;0.118795246;0.1432391;0.17220597;0.20661186;0.2365864;0.23369028;0.20059101;0.14521053;0.085407674;0.045718286;0.037150595;0.049668234;0.07572949;0.084128544;0.067403026;0.03779272;0.011909584;-0.0013158653;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000114506045;0.0010432773;0.003187085;0.0056855427;0.01029441;0.024529736;0.055524297;0.0752893;0.07209004;0.056511916;0.04959384;0.05913548;0.07862907;0.074176066;0.06686199;0.08399866;0.12530619;0.16352479;0.16682158;0.124577336;0.06677277;0.022454955;0.007653616;0.011001963;0.012952223;0.03258476;0.08419932;0.17068766;0.27928182;0.31192243;0.2531315;0.14515261;0.04708838;-0.005163268;0;0;0;0;-0.004312558;0.03783948;0.13214429;0.273528;0.44278312;0.62621045;0.74900174;0.81007713;0.70951635;0.48946294;0.24281499;0.076630786;-0.0034510845;-0.000690217;0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0001622169;0.0014170124;0.005033495;0.010229207;0.017924966;0.03387947;0.06343634;0.079949066;0.073431775;0.05670594;0.051168293;0.06342257;0.08500801;0.08157363;0.07330772;0.08824758;0.12729104;0.16346344;0.16415569;0.12019629;0.062874876;0.019801995;0.00032451324;-0.001083752;-0.0015223735;0.015405199;0.066467345;0.15427016;0.2623381;0.29967663;0.24794374;0.14229825;0.045734666;-0.0050252248;0;0;0;0;-0.0038941593;0.034177985;0.119237214;0.24671583;0.39925954;0.56447875;0.6750363;0.7300791;0.6394122;0.4410546;0.21874553;0.068943776;-0.0031950362;-0.0006401206;0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;-0.00040262655;0.0038778319;0.009559134;0.012897037;0.010449735;0.0044845543;0.0018006857;0.014359109;0.0404148;0.07182617;0.09642722;0.10374035;0.08702393;0.05677869;0.026411932;0.00660159;-0.00078206026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011965883;0.01049114;0.03726393;0.07240408;0.099913366;0.10735881;0.08890165;0.07381246;0.062277667;0.05127719;0.036495835;0.019512253;0.0030428923;-0.00041932543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;-0.00043416876;0.004185832;0.010272543;0.013750532;0.011103773;0.0047155544;0.0014203249;0.013198544;0.037821855;0.06732307;0.09044812;0.09736141;0.081758246;0.053403683;0.024868222;0.006208241;-0.0007356747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011755954;0.010270716;0.036861565;0.0727977;0.10296606;0.114723764;0.10033322;0.08803065;0.07689574;0.06348931;0.04467851;0.023622278;0.003996579;-0.0005343616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
