;meta[fps=30]
;meta[frames=50]
jaw_open_a;0;0;0;0;0;-0.009904762;0.0054400004;0.027474284;0.070003815;0.13796571;0.15277715;0.1144381;0.066352;0.008060573;-0.015110859;0.015208;0.0392;0.06882743;0.086605705;0.10256344;0.08269486;0.055016767;0.055450678;0.06239086;0.07531276;0.09976381;0.09659429;0.07157333;0.052129526;0.022400001;0.0014171423;-0.019035429;0.008484572;0.047433145;0.083712004;0.09364113;0.07862126;0.053592682;0.07289966;0.106651455;0.11984094;0.09284207;0.045558862;0.008840231;-0.0053101727;-0.0026953148;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.00792381;0.004708572;0.034537144;0.04926477;0.048891433;0.033417147;-0.0042895237;-0.0062582856;0.026667431;0.059540574;0.088717714;0.106217146;0.08940343;0.08205257;0.090207234;0.100026675;0.107864395;0.11760152;0.09007696;0.057094097;0.027992379;-0.01025524;-0.005165715;0.05288229;0.1089341;0.15199392;0.15888456;0.13285638;0.1160122;0.09882058;0.068073146;0.03503086;0.0021257151;-0.007817144;-0.00288;0.00082285714;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0016889642;0.014694942;0.05412732;0.1009145;0.13141795;0.13500422;0.11485752;0.08616262;0.058154117;0.03023246;0.008157761;0.0049781497;0.025327304;0.057288803;0.09436013;0.1276098;0.14331624;0.1361472;0.104710214;0.06315167;0.033920035;0.029092485;0.04846309;0.076798566;0.09442613;0.08716772;0.061970036;0.029297642;0.006832194;-0.00093831343;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0016603377;0.015529882;0.042120572;0.079546876;0.111500256;0.12907694;0.12410307;0.14151514;0.17833029;0.2197774;0.23803112;0.23209086;0.21019517;0.19747424;0.18705633;0.1619831;0.12715466;0.1022861;0.089835;0.101803266;0.12058322;0.14039515;0.14619559;0.12434735;0.08895211;0.0732457;0.059948683;0.049905553;0.03587856;0.012843762;-0.0013693015;0;0;0;0;-0.0009667173;0.008454841;0.029914707;0.062313903;0.09392788;0.119381145;0.1403538;0.16405424;0.1774567;0.17693207;0.1592989;0.12152144;0.07826583;0.039266028;0.010672917;-0.00123094;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;-0.0022106026;0.021756148;0.047822174;0.061149407;0.05073254;0.026320485;-0.0009383134;-0.0014631328;0.00011132532;-0.0020197595;0.020197595;0.039107;0.06312145;0.067219295;0.07233495;0.0597923;0.05507953;0.03094314;0.014588919;-0.0014843377;0;0;0;0;0;0;0.00014313255;-0.0017971087;0.00079518097;0.00373735;0.0062819296;0.0058843386;0.0038009647;-0.0003657832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.000420141;-0.00047435297;-0.0005782588;-0.0007680001;-0.0006832942;0.00052788726;0.0051663816;0.016003089;0.03716623;0.071022175;0.11537823;0.1699085;0.22417243;0.2647154;0.27111712;0.24316622;0.18335302;0.1266868;0.07549125;0.04208392;0.018503834;0.0057633896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.001033735;0.009216146;0.02964434;0.06825832;0.11788556;0.13748676;0.11585785;0.06996797;0.022090124;-0.0024332535;0;0;-0.0011848196;0.00988887;0.042017356;0.08089375;0.10293881;0.10949641;0.10451062;0.109000206;0.11768677;0.11593737;0.088599056;0.055227965;0.024237113;0.0069498806;-0.0007951809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.001152217;0.0107540265;0.029378751;0.057638682;0.06918869;0.059698205;0.04209767;0.029957645;0.020222245;0.017255425;0.008697848;-0.0016693232;-0.0009117543;0.0049562026;0.021285955;0.0464644;0.074062504;0.076790534;0.10042119;0.12696318;0.14279105;0.1354282;0.11195617;0.09663743;0.10487588;0.099736355;0.06499469;0.03324842;0.016632004;0.04099666;0.072626404;0.100883;0.12911287;0.17419742;0.23726764;0.28801638;0.27825207;0.19934356;0.1171621;0.1174805;0.17980154;0.26318085;0.31050304;0.3162834;0.30484322;0.30668345;0.25853077;0.18188553;0.097440824;0.029812919;-0.0033249161;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0011021207;0.010397785;0.027180076;0.050986998;0.059559047;0.050163187;0.03446632;0.024591764;0.022888483;0.02618928;0.029501209;0.025315933;0.023876498;0.019530358;0.027983842;0.044643674;0.07124542;0.074465506;0.092954785;0.11388229;0.12656519;0.12096554;0.10371067;0.094805;0.10340638;0.09679737;0.074305944;0.061071593;0.05880352;0.07930445;0.09090678;0.092875734;0.10713281;0.14121097;0.18192932;0.2065493;0.18846636;0.12753616;0.07008689;0.06758969;0.11072157;0.17652911;0.22945707;0.2555651;0.26096827;0.2600693;0.21748069;0.15117754;0.07986034;0.02417986;-0.0027052052;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0016253497;0.014427761;0.048878495;0.09461911;0.12820968;0.14220326;0.12589039;0.11937042;0.13118501;0.13307457;0.109754704;0.072482616;0.03657259;0.029609194;0.05022831;0.066695;0.07493307;0.079742886;0.08288951;0.08518558;0.07983065;0.079295166;0.08439573;0.100478515;0.109364145;0.096760266;0.060720544;0.025437837;0.0031913265;-0.001283952;-0.0013225449;0.012829129;0.037826117;0.06188574;0.06813109;0.05285125;0.03207171;0.03156162;0.049755745;0.07388328;0.0790343;0.06083217;0.033492226;0.009928883;-0.0011143665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
