;meta[fps=30]
;meta[frames=46]
jaw_open_a;0;0;0;-0.008365715;0.010811429;0.027977142;0.034080002;0.030354287;0.016800001;-0.0065828576;-0.003465143;-0.0020297144;0.0023040005;0.018624;0.050692577;0.08514515;0.098176;0.07407542;0.060847998;0.05934629;0.07290286;0.076400004;0.05843429;0.01776;-0.0017142867;-0.017348573;-0.0026125724;0.04543543;0.111883424;0.14857599;0.16984914;0.12970515;0.06631314;0.032566864;0.038080007;0.05141813;0.09133977;0.09801405;0.07215282;0.03767118;0.014482284;0.0017815509;-0.0012068568;-0.0012643266;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0064000003;0.0011885719;0.020754287;0.054171424;0.08923429;0.109485716;0.10171429;0.08571429;0.06642286;0.04571429;0.027474288;0.009325715;-0.0024685718;0.0060799993;0.046697147;0.06368;0.060685713;0.037714288;0.007108572;-0.009737143;0;0;0.00009142858;-0.0020114286;-0.0024;0.0033371428;0.035154287;0.05088;0.05051429;0.026246531;0.010592653;0.01913339;0.0614276;0.085701235;0.08849569;0.06095348;0.032168496;0.012161962;0.0016091442;-0.0015013878;-0.00093387783;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0008206267;0.0078054955;0.020114897;0.031584583;0.032538805;0.023855425;0.009294074;0.0026527233;-0.00030534947;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0000038168687;0.00009351327;-0.00062787486;-0.00033206693;0.009990654;0.019265646;0.023164578;0.018128218;0.008131838;-0.0008282605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0015315183;0.014298941;0.040005546;0.06546883;0.080555;0.087783195;0.09309342;0.11404802;0.13649407;0.15408505;0.16315965;0.15999356;0.14754106;0.12998582;0.11245853;0.10993581;0.12082105;0.13771498;0.14589107;0.143222;0.13203979;0.11874813;0.09364447;0.07409972;0.050171178;0.03227639;0.019809544;0.0103055425;-0.0010305543;-0.0012775604;0.010600602;0.045369133;0.093268655;0.13262786;0.14253119;0.11673013;0.081237525;0.068595454;0.080891766;0.10630475;0.1100309;0.08477741;0.043111525;0.012352339;-0.001402699;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.0029262656;0.029342175;0.05777784;0.07108916;0.05558314;0.026479524;-0.0046756635;-0.00039759043;0.000047710855;0;0;0.00014313255;-0.0020038558;0.00043469967;0.032151815;0.05968098;0.072372064;0.07732869;0.06457929;0.044964828;0.03594217;0.01599904;-0.0016327713;0;0;0;0;0;0;0;0;0;0;0;-0.0023378318;0.022583136;0.054803863;0.073395185;0.064727716;0.036896393;0.0037055423;-0.001749398;0.00009542171;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.016141554;0.024280097;0.042468145;0.051514737;0.067015916;0.053737417;0.045598876;0.027288849;0.018432003;0.00927699;0.0047875773;0;0.0016697225;0.0032996894;0.006360847;0.009382249;0.015436799;0.017950416;0.02265781;0.017662194;0.015190138;0.010661648;0.0114685;0.010978788;0.013335193;0.009729207;0.0086522;0.0053127543;0.0036457418;0.0018567533;0.0009893649;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017112292;0.014166942;0.061139867;0.12586759;0.16878827;0.18198825;0.14679675;0.09353507;0.06262731;0.07045349;0.10193604;0.1435499;0.1519602;0.120571;0.07509165;0.035410315;0.011243632;0.00156946;-0.00023741832;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0011911809;0.011043471;0.03178338;0.05340276;0.068420544;0.07895192;0.09000652;0.11622364;0.14908463;0.18193229;0.20781766;0.21488015;0.21138452;0.19618861;0.183576;0.17636046;0.18953246;0.21781799;0.26394594;0.29850498;0.32520357;0.31444812;0.2583805;0.16953622;0.08017566;0.016030846;-0.0022821692;-0.00011132532;0.000011132533;-0.00033588443;0.002624097;0.012742615;0.034190234;0.06966102;0.122190684;0.17508262;0.23046729;0.27572164;0.31649214;0.34156993;0.31097612;0.22289555;0.11708083;0.032373402;-0.0037071332;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0012245786;0.011310652;0.033069186;0.056030035;0.07228353;0.0822193;0.0892495;0.107506864;0.13003355;0.15226632;0.17020528;0.17557672;0.17344485;0.16185032;0.1519674;0.14591521;0.1567683;0.18266426;0.22602127;0.26058754;0.28668776;0.27583772;0.22386411;0.14156294;0.06210589;0.0070580253;-0.006334411;-0.0023378318;0.00023378317;-0.000342882;0.0026713307;0.013045262;0.03536408;0.07255804;0.12779115;0.18201993;0.23485221;0.27261773;0.2984672;0.3060303;0.268628;0.1867371;0.0959513;0.02637297;-0.003028049;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0006605303;0.0065941704;0.013388727;0.016067956;0.012153015;0.0051580737;-0.0018851086;-0.0006345543;-0.00064290373;0.0010297591;0.010336555;0.030934522;0.044418804;0.044018026;0.027341496;0.020500556;0.027886992;0.042985484;0.042303618;0.02849928;0.008680591;0.00082380726;-0.00015028918;0;0;0;0;0;0;-0.0008117206;0.006729934;0.028852819;0.059635226;0.08500324;0.09058907;0.07303911;0.0455928;0.022380043;0.0076081306;0.001495735;-0.00019593255;0;0;0;0;0;0;0;0;0;0;0;0;0;0
