;meta[fps=30]
;meta[frames=49]
jaw_open_a;0;0;-0.009051429;0.008457143;0.035108574;0.046719998;0.044114288;0.027702857;-0.0025142857;-0.0058057145;0.00013714285;0.00009142858;0;0;0;0;-0.0013942858;-0.003257143;0.0034514281;0.034057144;0.049165715;0.048777144;0.032891426;0.0077828565;-0.008754286;0;0;0;0;0;0;0;-0.0077165714;0.003931429;0.026203427;0.052754283;0.08983771;0.09334858;0.06328686;0.034377143;-0.0043154275;-0.0017188588;0.040064;0.06567314;0.070482284;0.051282287;0.010541715;-0.004013715;-0.00489143;-0.0009874282;0.00054857146;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0063634287;0.002230857;0.020260572;0.047780577;0.082569145;0.10277878;0.10120621;0.10000196;0.09891919;0.09440958;0.09791348;0.093165725;0.090420686;0.09521307;0.10595919;0.11111621;0.11154285;0.115428574;0.09609143;0.06594285;0.032137144;-0.00027428637;-0.00091428484;0.017554287;0.020480003;0.017554287;0.008777143;-0.005851429;-0.005973334;-0.0004876178;0.022656001;0.05451581;0.08444953;0.09208381;0.09880076;0.118607245;0.152848;0.19556575;0.24654709;0.25492573;0.2693372;0.26419964;0.21607316;0.15092419;0.09008763;0.025683811;0.0009600002;-0.0005485703;-0.0030476195;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.00091604836;0.008584137;0.023767637;0.037139487;0.04282935;0.04471734;0.04797258;0.06362474;0.08167408;0.105854936;0.12603344;0.14026128;0.13717733;0.1102048;0.06737091;0.03178497;0.007309303;-0.0008454363;-0.0004907062;-0.00058779767;0.003949266;0.019903775;0.032092705;0.034483258;0.024175804;0.00938377;-0.0009840364;0;0;0;0;0;0;-0.00038836632;0.0034113256;0.011866164;0.024526559;0.03974457;0.05613261;0.06904364;0.078755505;0.08103577;0.07412835;0.058903657;0.039433017;0.020375716;0.00716935;0.0011132527;-0.00015903612;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0016402991;0.015226442;0.043646842;0.073038496;0.08711865;0.0874131;0.07832581;0.08473979;0.101415135;0.1189227;0.11130261;0.099350356;0.0946004;0.08733335;0.074132435;0.050955188;0.015973592;-0.0017557591;0;0;0;-0.0015458317;0.0154583175;0.030916635;0.038645793;0.030916635;0.013755038;0.014427762;0.043283284;0.07568372;0.1047778;0.12295181;0.11913113;0.10567859;0.078441404;0.046985645;0.02457586;0.011213005;0.003518198;0.00085306994;0.005381784;0.017877255;0.043755617;0.06870362;0.07441462;0.058154758;0.029428054;0.00606882;-0.0007586025;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0034033745;0.033184487;0.07679221;0.099750675;0.08462314;0.04515037;0.00036578145;-0.003234796;0.00020038577;0.0000031807106;0;0;0;0;-0.0020197595;0.019815907;0.04421206;0.05380671;0.089499995;0.14920892;0.19669197;0.22047581;0.17588803;0.08723611;0.02830685;0.0043667373;-0.004596145;0.00033397594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.02411339;0.0389132;0.06442525;0.08159954;0.09967646;0.08131765;0.06649073;0.0404745;0.026655924;0.01363426;0.0064051207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007951808;-0.0013412051;0.0024703618;0.022927715;0.040050607;0.04511326;0.033530127;0.013560484;-0.0025127719;-0.0022265064;-0.002783133;-0.0022265064;-0.0011132532;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0013247713;0.012319259;0.03493834;0.058617555;0.07982821;0.09758618;0.10142373;0.09650505;0.074326836;0.042057116;0.016986653;0.005526507;0.0011927715;0.00003657833;-0.0004556386;0.003061446;0.020494992;0.05379929;0.07885974;0.09466325;0.11490821;0.15185553;0.19903967;0.20828322;0.15968081;0.082798205;0.019646024;0.030375112;0.106538326;0.15847158;0.15713568;0.10386652;0.030091234;-0.003373157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0013448099;0.01245953;0.03588015;0.061279822;0.079651676;0.09038185;0.088214815;0.08316382;0.06690333;0.042373594;0.02626005;0.018882366;0.015566462;0.010900339;0.004886386;0.002360097;0.019543162;0.05168968;0.07544049;0.090416856;0.112024896;0.15496486;0.20766515;0.21926212;0.16831143;0.08665741;0.020272788;0.02468639;0.08828097;0.13130821;0.13019496;0.08605447;0.024925739;-0.0027942655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0009629641;0.009434821;0.021207472;0.0278035;0.025403645;0.02014829;0.018851353;0.035364076;0.058050852;0.07888566;0.090556264;0.09181211;0.08203192;0.06205963;0.038871095;0.018335281;0.0042192293;-0.00051209645;0;0;0;0;0;0;0;0;0;0;-0.0008794701;0.007633207;0.02920434;0.045216635;0.04662675;0.03202458;0.010735472;-0.0011614942;0;0;-0.0013581689;0.0125797605;0.03674849;0.058314428;0.061162125;0.04420728;0.016509544;0.0020706502;-0.0015696876;-0.00068799045;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;-0.0009518315;0.009323495;0.020984823;0.027525188;0.025180994;0.020035379;0.018868847;0.03546745;0.05852001;0.07963311;0.09135939;0.09238305;0.08226093;0.062035773;0.038871095;0.018335281;0.0042192293;-0.00051209645;0;0;0;0;0;0;0;0;0;0;-0.00086462667;0.0074996157;0.028759042;0.04454868;0.045958802;0.03157928;0.010601881;-0.0011466509;0;0;-0.0014116049;0.013074046;0.038197942;0.060658943;0.06356676;0.045910556;0.017090663;0.002097368;-0.0016565213;-0.0006813109;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;-0.0027029787;0.02403736;0.08143669;0.15104142;0.19591348;0.20979895;0.19236918;0.17565449;0.15332104;0.13233188;0.10532648;0.08585461;0.075395346;0.074443765;0.0808964;0.10319115;0.11699549;0.11365039;0.12005813;0.13663225;0.15041833;0.14747043;0.123448655;0.07935625;0.047571983;0.024926187;0.008480763;-0.0009240002;-0.0007347471;0.0060486756;0.026200043;0.056919895;0.096493065;0.14090593;0.18594475;0.20414005;0.18838829;0.13768715;0.07737185;0.03644939;0.031568818;0.044036433;0.067718305;0.09103628;0.08981726;0.0692629;0.038071405;0.011930363;-0.0013210605;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;-0.0027052052;0.024012871;0.08189312;0.15255705;0.19851372;0.21318798;0.19602162;0.17899205;0.15602626;0.13448733;0.10707428;0.0842351;0.06927139;0.06820266;0.081312016;0.1162459;0.14116052;0.14060497;0.1425808;0.15525138;0.17072666;0.17570883;0.1590197;0.11407691;0.07275681;0.037118163;0.011614941;-0.0012913736;-0.00086462667;0.007113688;0.030899456;0.06697554;0.11174614;0.15901265;0.20301864;0.22013775;0.20421897;0.15297212;0.090070724;0.044724204;0.034649856;0.0445532;0.06764728;0.09103628;0.08981726;0.0692629;0.038071405;0.011930363;-0.0013210605;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;-0.0008460725;0.0062008207;0.03590687;0.09830917;0.1851181;0.2485004;0.26756722;0.24665077;0.2144817;0.19561279;0.17379633;0.14256106;0.10645775;0.0722162;0.041038223;0.039513066;0.061214074;0.114456534;0.15713014;0.1517754;0.10087299;0.04360056;0.055657092;0.08770319;0.10897078;0.08554793;0.04061259;-0.0040967716;0;0;0;0;0;-0.004312558;0.03783948;0.13214429;0.273528;0.44278312;0.62721807;0.7365333;0.81006604;0.7703835;0.60287005;0.37083915;0.17148551;0.027107714;-0.0071582184;0.000022265061;0.000022265065;0;0;0;0;0;0;0;0;0;0
