;meta[fps=30]
;meta[frames=45]
jaw_open_a;0;0;0;-0.014080002;0.0024137157;0.05430858;0.11978515;0.16697602;0.16666973;0.0963063;0.051874287;0.036351997;0.04736762;0.060236193;0.06536382;0.07632762;0.071721904;0.07532953;0.07861333;0.056716185;0.03210667;0.027702857;-0.0025142857;-0.0058057145;0.00013714285;0.00009142858;0;0;-0.008374858;0.009856001;0.029403428;0.037028573;0.034048002;0.020132573;-0.0047177146;-0.0028160003;0.00032914273;-0.00007314278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;-0.0040685716;-0.00066285755;0.013440002;0.038826667;0.06655999;0.08966095;0.108266674;0.090573706;0.07004038;0.054881528;0.05267201;0.07236398;0.10324246;0.10359641;0.102777466;0.096685715;0.10164114;0.09088001;0.0632947;0.02119184;0.009244735;0.028623674;0.07312458;0.102464005;0.09609144;0.05400686;0.022290286;0.0011885712;-0.006546286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0014694942;0.012528868;0.04919466;0.097358756;0.13202229;0.14143881;0.118571006;0.08170006;0.05672915;0.04502759;0.041122936;0.041524343;0.037990104;0.028777821;0.025456056;0.025050377;0.034766488;0.04067554;0.038709857;0.025588008;0.021359464;0.029555509;0.048369262;0.049804404;0.035051413;0.011811934;0.0018271663;0.0056926995;0.020208728;0.04009445;0.049156334;0.043231126;0.02578438;0.008292149;-0.0009096872;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0026450898;0.024656013;0.06899275;0.11868552;0.15273672;0.16089532;0.1261599;0.10624156;0.084336564;0.07414743;0.07006816;0.075282946;0.08992064;0.10251249;0.10869677;0.10437322;0.0954217;0.08632325;0.089944504;0.082865156;0.09221745;0.11030368;0.12884793;0.122650295;0.092019916;0.047548633;0.028211424;0.03781562;0.06257755;0.06576941;0.04866507;0.019780919;0.004680435;-0.000057253055;-0.000042939766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0.000037108413;-0.0010072287;0.005619277;0.011795181;0.011758071;0.0455363;0.08295857;0.09955665;0.10692002;0.09962027;0.07877062;0.072561845;0.049317118;0.013947472;-0.0009860244;-0.0031648197;-0.0010973497;-0.0014233737;-0.003196627;0.010838316;0.058463022;0.13386817;0.22235617;0.289066;0.30544543;0.26272166;0.21423261;0.15305643;0.10000275;0.054067533;0.019723665;-0.007042122;-0.0017239525;0.0006711325;-0.000041349394;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;-0.000027105874;-0.0006668047;-0.0005095912;0.00544015;0.012159697;0.02411339;0.0389132;0.06442525;0.08159954;0.09967646;0.08131765;0.06649073;0.04507166;0.03958001;0.040962413;0.051964693;0.07446529;0.101733804;0.12909992;0.12984803;0.11409952;0.084104136;0.056738034;0.033969093;0.01856211;0.007080057;0.0016751435;0.00009758117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00036578317;0.0021363858;0.022530124;0.039573498;0.045351814;0.03408675;0.0148486765;-0.0015214459;0;0;0;0;0;0;0;-0.0016603377;0.015439231;0.04379856;0.07403453;0.0958352;0.09119134;0.06230401;0.034396343;0.011482412;-0.001253205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.0010130603;0.009963616;0.0217474;0.030017015;0.03179451;0.03679487;0.06754477;0.09454487;0.10935968;0.10128451;0.085154586;0.0756307;0.09041843;0.091526106;0.08630606;0.06546374;0.03537362;0.011845014;0.00021151798;-0.0050942465;0.038197946;0.10367281;0.15650335;0.16079573;0.119760275;0.059856437;0.053406738;0.08878179;0.1481597;0.20250477;0.24255103;0.2647558;0.26654956;0.2277441;0.15975279;0.07759152;0.01980923;-0.0023266994;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.0009518315;0.009373591;0.02019998;0.028790584;0.03417687;0.0466249;0.08597469;0.115698926;0.12671085;0.1116222;0.0902737;0.07686642;0.0884257;0.0845538;0.079221316;0.06371148;0.04005485;0.018624723;0.0049428437;-0.0044663716;0.03926221;0.10759146;0.16149072;0.16437721;0.12017615;0.056592863;0.049084608;0.085914366;0.14974609;0.21142843;0.2576588;0.28255177;0.28258216;0.23896173;0.16596156;0.080606215;0.02050835;-0.0024113068;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0011021208;0.009563959;0.03543931;0.06829808;0.08355522;0.072561845;0.039809935;0.020351386;0.02847034;0.05574059;0.077348836;0.08771693;0.095468886;0.0895037;0.08340678;0.06646771;0.044081114;0.021450534;0.01184223;-0.0009629641;-0.0016698798;-0.0006540362;0.0000667952;0;0;-0.0010297592;0.009997013;0.023667762;0.031098727;0.026662417;0.014416628;0.00036180738;-0.0011911809;-0.000044530123;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
