;meta[fps=30]
;meta[frames=38]
jaw_open_a;0;0;-0.009356191;0.009493334;0.03401143;0.047977146;0.045866676;0.030148575;-0.00027428466;-0.003299048;-0.0005942853;-0.0052114287;-0.0053485725;0.038537145;0.06236953;0.066392384;0.048960004;0.0106209535;-0.008304763;0.04073143;0.057737146;0.052068572;0.04493715;0.020297145;0.0044800006;0.011474286;0.004937143;-0.005531429;0.00064000004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0101333335;0.004777143;0.036434285;0.073272385;0.10122666;0.113028586;0.08056381;0.04943238;0.017782856;0.00038856978;0.002758095;0.042445716;0.05764572;0.054605715;0.02662857;0.007897141;0.014811429;0.06256;0.09561142;0.10314287;0.101782866;0.09081143;0.06848;0.046525717;0.021417145;-0.004937143;-0.0038400001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.0011603279;0.010622344;0.032378487;0.05478732;0.062653884;0.050879166;0.026887288;0.020189958;0.02111714;0.022951463;0.01784704;0.00787579;-0.00080472307;0;0.00012404822;-0.0014694942;-0.0011577833;0.011148436;0.022583136;0.02751326;0.021752967;0.009440388;-0.0009669399;0.00005248194;-0.00058604835;-0.0007872291;0.0026450895;0.013905963;0.03578393;0.06490266;0.07640496;0.065471224;0.038350306;0.0121478215;-0.0013382897;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0012285544;0.011097544;0.035685334;0.06179271;0.072937965;0.0623223;0.035365663;0.011324172;0.003165616;0.03218813;0.07584595;0.11930099;0.1254199;0.093429774;0.040697355;0.04387728;0.08912506;0.15620054;0.18920335;0.17887633;0.13456608;0.093419045;0.058186963;0.027626013;0.004848854;-0.0048812972;0.004031089;0.02630657;0.067386806;0.1173916;0.15298507;0.16503854;0.15430358;0.11993554;0.07748719;0.038631476;0.010563182;-0.0012166267;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0.00012722892;-0.0012023135;-0.0040713255;0.0014122435;0.030698754;0.104434274;0.17979568;0.2360717;0.22587112;0.16022576;0.07596044;0.02351668;-0.0063455445;-0.0036525305;0.00017493979;0.0006997591;0.010369159;0.038963865;0.059797596;0.062342178;0.043464582;0.01209205;-0.00812675;0.04340188;0.11698655;0.2101018;0.2963948;0.35693893;0.37391979;0.36740625;0.28740177;0.17918289;0.081352904;0.021264724;-0.0016062654;0.00039759037;-0.000039759037;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.11021253;0.14241435;0.1532386;0.14093253;0.111992486;0.07867031;0.050218172;0.028696094;0.013390307;0.011971765;0.02029779;0.040008284;0.065311626;0.10710891;0.14284801;0.18165687;0.17964426;0.16214062;0.12919478;0.10493864;0.08946343;0.0827615;0.07690798;0.06863255;0.060316008;0.044861145;0.031354733;0.018690413;0.01010914;0.0043373937;0.0017094779;0.00012920475;-0.00009441882;0.0000049694218;0.000014908238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0017493978;0.016173977;0.04713037;0.079587005;0.09909544;0.10563978;0.08635664;0.063805304;0.035950128;0.010501689;-0.0038221693;0.011159036;0.024306027;0.031038558;0.025292052;0.0120496405;-0.0012139761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0043305554;0.040333163;0.114954524;0.18098155;0.1931934;0.1524578;0.099540964;0.11444522;0.16804837;0.22097243;0.24550518;0.23802522;0.19465177;0.13377407;0.06681468;0.023083305;0.026834968;0.0852084;0.14301686;0.16737206;0.14450026;0.0863133;0.031805642;0.0047359383;0.005571912;0.02687314;0.06616286;0.109437086;0.15041086;0.18647534;0.23382023;0.28394717;0.31826383;0.2898628;0.20569578;0.101350576;0.027753403;-0.003195037;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0045086755;0.042014174;0.11951886;0.18749408;0.19876523;0.15450506;0.097595565;0.114595495;0.17304964;0.23054919;0.25605604;0.24543004;0.19727069;0.13421102;0.066322066;0.021931088;0.022256713;0.073096216;0.12280297;0.14365418;0.123404115;0.07301828;0.02607239;0.003634931;0.005198416;0.024705796;0.059211716;0.09621863;0.1297584;0.15789685;0.19481885;0.2340292;0.2606342;0.23663089;0.16757801;0.082592264;0.022632437;-0.0026050124;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0011266123;0.010624888;0.02885107;0.042005267;0.039642945;0.02471422;0.004929485;-0.0015874988;-0.0011177063;-0.00003117108;0.000011132533;0;0;0;-0.00025048197;0.001630916;0.012602027;0.035206635;0.049790252;0.048031308;0.037689187;0.02205911;0.0125185335;0.010130605;0.00439735;-0.001508458;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;-0.0011065737;0.010435635;0.028343426;0.041228216;0.038963865;0.02435798;0.0049717887;-0.001442776;-0.0010241931;-0.00004007711;0.000011132533;0;0;0;-0.00025883137;0.0017199763;0.012732834;0.03510922;0.049428437;0.047533125;0.03705742;0.021647207;0.012343194;0.0100749405;0.0044530127;-0.001380434;0.00007792773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;-0.0007254701;0.006382652;0.021944076;0.046550684;0.07819602;0.11970812;0.14984944;0.16129369;0.1361583;0.09110122;0.053176578;0.058787193;0.06990488;0.07215458;0.049105603;0.018919738;0.003097627;0.02954945;0.051910993;0.07149312;0.07854002;0.07767168;0.067368515;0.07881101;0.08175515;0.09463638;0.112141505;0.1336128;0.13857777;0.17244513;0.22626759;0.29771364;0.35251832;0.32893705;0.2275267;0.11256103;0.030859377;-0.0035512778;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;-0.00090915675;0.008008;0.027538173;0.057158127;0.09251542;0.13518494;0.16711229;0.18359958;0.16757801;0.13178135;0.09816054;0.09898936;0.09905171;0.08779394;0.054766495;0.019810341;0.0031365906;0.03055138;0.053595718;0.073170416;0.07971264;0.07785722;0.06675437;0.07671852;0.077298984;0.08722815;0.10264019;0.123048045;0.12776807;0.1686364;0.24187253;0.34002095;0.41757792;0.39621812;0.27636513;0.1365405;0.037438706;-0.00430829;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;-0.0016606027;0.0149806775;0.048118513;0.08669088;0.107969224;0.107146904;0.07800603;0.05089794;0.025037067;0.03588015;0.0933819;0.20192185;0.25694102;0.23495208;0.1378959;0.058167476;0.025148388;0.042874165;0.040327597;0.024274485;0.018532883;0.038028732;0.060480263;0.06796491;0.05973717;0.043943364;0.04269215;0.05477428;0.075992174;0.10434284;0.11106928;0.09170869;0.053169455;0.016984908;-0.0018683573;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;-0.0018127474;0.016372243;0.05236001;0.094045766;0.11719847;0.11020465;0.07352109;0.039203215;0.012383087;0.021482075;0.080503784;0.1872492;0.24575067;0.22757678;0.13611005;0.057288006;0.024218822;0.039854463;0.035958074;0.020149881;0.014508472;0.03387444;0.055790685;0.06339031;0.05639915;0.042277377;0.041904036;0.055852707;0.08110527;0.11491445;0.12394659;0.10287335;0.059741937;0.019085934;-0.002099278;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0.0000333976;-0.00031171093;-0.0011622362;0.000670179;0.010416153;0.03449415;0.065492675;0.09447345;0.104752675;0.09328728;0.06470394;0.035557307;0.012691087;0.0027330369;-0.0005454941;0.0011689157;0.010998942;0.03529013;0.052044585;0.052656878;0.035445984;0.011247567;-0.0039000975;0.014125484;0.038294103;0.06898278;0.09783949;0.11879038;0.12431222;0.13397622;0.13273191;0.1296625;0.123045646;0.10159803;0.06575987;0.03307475;0.009106411;-0.001046458;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0.0000333976;-0.00031171093;-0.0011622362;0.000670179;0.010416153;0.034359444;0.066675514;0.09861475;0.113302454;0.10448382;0.07520749;0.042213447;0.015477003;0.0030391815;-0.0006178556;0.001324771;0.011989737;0.038407236;0.056608923;0.05727688;0.038540825;0.01239793;-0.0039483383;0.014231933;0.038885508;0.07011787;0.09918026;0.11976262;0.12526484;0.12896116;0.11317078;0.0903017;0.067334324;0.045768388;0.025972197;0.013581689;0.0037961933;-0.00043416876;0;0;0;0;0;0;0;0;0;0
