;meta[fps=30]
;meta[frames=20]
jaw_open_a;0;0;0;0;0;0;-0.006732468;-0.0010472728;0.02221299;0.061527275;0.11015481;0.15640105;0.18450701;0.20534442;0.21469507;0.20624208;0.17508571;0.11954702;0.06126961;0.017467018;-0.0036072724;-0.005568832;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0021355378;0.018498454;0.068182625;0.13841489;0.2040784;0.24410684;0.2431908;0.21690306;0.16906531;0.10988859;0.055306416;0.018873453;0.002172748;-0.0014943043;-0.00058398076;0.000057253023;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.0007228917;0.0058091576;0.026564823;0.064719036;0.1152723;0.16813014;0.21133882;0.24126652;0.2530439;0.2417552;0.20511328;0.14625545;0.083199054;0.033626035;0.0069513274;-0.00088192796;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.000020038558;0.00022487716;0.00025382164;-0.0010976678;-0.0017923373;0.007227241;0.034682292;0.07788987;0.121015064;0.14305748;0.12646556;0.084642865;0.039867815;0.010023729;-0.0011845012;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.00001781205;0.0002092916;0.00013581681;-0.0012223523;-0.0018146022;0.007029082;0.033422086;0.07480171;0.11593864;0.13693236;0.12103287;0.08103815;0.03814895;0.00958956;-0.0011332915;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;-0.0010464581;0.010193352;0.023784151;0.030368537;0.022465453;0.009439377;0.013027086;0.06041625;0.1345822;0.20498836;0.23864403;0.20905578;0.13943091;0.06553518;0.016475134;-0.001947181;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;-0.0010687232;0.010401834;0.02437721;0.031150855;0.023103043;0.009797645;0.013443039;0.061906997;0.13789056;0.21005166;0.24462016;0.21438827;0.14302164;0.06724251;0.01690323;-0.0019977833;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;-0.0003785061;0.0036717118;0.008752194;0.011324823;0.008498171;0.003769881;0.005939711;0.025750555;0.05689027;0.08658074;0.10084251;0.08836699;0.058939666;0.027721016;0.006983132;-0.0008248193;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;-0.00040785552;0.00396217;0.0093746055;0.012068679;0.00906998;0.0039338334;0.005343615;0.023974413;0.05332179;0.08122497;0.09464878;0.08296975;0.055417743;0.026089592;0.006572242;-0.00077624107;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;0;0;-0.00032385546;0.0025908437;0.011998846;0.029387861;0.052555677;0.076809414;0.09659901;0.11019687;0.11550104;0.110336535;0.09369037;0.066886276;0.038092487;0.015418557;0.003193013;-0.0004048194;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;0;0;-0.00032385546;0.0025908437;0.011998846;0.029387861;0.052555677;0.076809414;0.09659901;0.11019687;0.11550104;0.110336535;0.09369037;0.066886276;0.038092487;0.015418557;0.003193013;-0.0004048194;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;0;0;0;-0.001666063;0.0153438095;0.045787152;0.07477818;0.08261611;0.065257;0.03092808;0.009265448;0.00022424199;-0.001301552;-0.0003912288;0.00027958563;0.0002843566;0.00007633732;-0.000008587949;0;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0;0;0;-0.0014446847;0.014183481;0.03160558;0.040615294;0.033760197;0.017681642;-0.00032824982;-0.0008358943;0.00032634218;0.00020420247;-0.000019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;0;0;0;-0.0016081448;0.013624194;0.054441117;0.11027582;0.15791395;0.17871256;0.16716206;0.14412278;0.12132637;0.09871317;0.075619236;0.051083144;0.028606558;0.011734701;0.0025594698;-0.00031879518;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;0;0;0;0;0;-0.0010970604;0.009737929;0.033051476;0.06306984;0.087516874;0.101023674;0.10654743;0.11991457;0.1371781;0.14799182;0.14206629;0.111882955;0.0699963;0.031677112;0.0078049167;-0.0009300724;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;-0.0009422171;0.009161063;0.021544486;0.027991233;0.02243509;0.0108825555;0.0043558558;0.020406943;0.047420535;0.07247379;0.08427124;0.0738775;0.049337354;0.023208292;0.005842555;-0.00069021696;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;-0.0014735423;0.012483616;0.049885888;0.10106012;0.14469963;0.16368568;0.152962;0.13173123;0.110860795;0.0903486;0.06946902;0.0471483;0.02652781;0.010928097;0.0023924815;-0.00029754217;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;0;0;-0.0013025062;0.011791578;0.037602346;0.06474012;0.07569564;0.06396419;0.03465335;0.012184556;0.00089950894;-0.0018324147;-0.0009740964;0.00004119031;0.0002538216;0.000097966236;-0.000010019274;0;0;0;0;0;0;0;0;0;0;0
lip_upper_right_up;0;0;0;0;0;0;-0.0008076146;0.0068434705;0.027331378;0.055312492;0.07913914;0.08948531;0.083625555;0.07208213;0.060763378;0.049583286;0.038146127;0.025888197;0.0145562915;0.00598829;0.0013095903;-0.00016293976;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;0;0;0;-0.000648723;0.006007519;0.017372822;0.02941316;0.036297113;0.03804391;0.039371718;0.051136784;0.068105794;0.08213583;0.08501205;0.07011572;0.045222368;0.0208654;0.0052059763;-0.00061734946;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;0;0;0;-0.001253523;0.012303675;0.027446145;0.03537473;0.029579138;0.015641209;-0.000084607156;-0.0006879906;0.00021597109;0.00011800485;-0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_front;0;0;0;0;0;0;-0.0018809644;0.018300727;0.04285158;0.055889655;0.046214465;0.023512777;0.0016424098;0.008868434;0.025000485;0.03845928;0.04416868;0.038577836;0.025745064;0.012088193;0.0029971083;-0.00035566263;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;0;0;0;-0.0017462171;0.016158074;0.047321208;0.07598748;0.08233301;0.063348874;0.028190754;0.0075860266;-0.00014949318;-0.00093831326;0.00012722897;0.00065681926;0.0004516626;0.00012722888;-0.00001431325;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;0;0;0;0;-0.0025792776;0.02507133;0.059055917;0.076665565;0.061000496;0.029248198;0.015115665;0.06942506;0.15900724;0.24261977;0.2821186;0.24714941;0.16494796;0.077585064;0.019515181;-0.0023060243;0;0;0;0;0;0;0;0;0;0
