;meta[fps=30]
;meta[frames=70]
jaw_open_a;0;0;0;0;0;0;0;-0.009691428;0.010331429;0.035382856;0.046537142;0.03748571;0.03661714;0.015542856;0.017874284;0.018925713;0.0077439994;-0.010788573;0.0023222878;0.028269717;0.09870629;0.12587887;0.11042744;0.08492496;0.037071235;0.037555806;0.113843806;0.10868723;0.124412954;0.115599245;0.064234674;0.034273528;0.024740573;-0.016493717;0;0;0;0;-0.012437335;0.0031009545;0.057322677;0.08237868;0.10126324;0.1281021;0.14972952;0.1468221;0.13340953;0.06688;0.0054399995;-0.01673143;0;0;0;-0.017280001;0.01001143;0.06580572;0.12305144;0.13721144;0.108285725;0.036274284;-0.0010628572;-0.009897144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.0077714287;0.0079085715;0.02281143;0.04763429;0.051885717;0.041389715;0.025584005;0.040038485;0.06557791;0.11620914;0.13096763;0.12660305;0.11148572;0.09093791;0.05614324;0.045970283;0.05418057;0.055984765;0.05238857;0.040685717;-0.00401524;0.0017104769;0.029081907;0.056841914;0.091207616;0.11174477;0.08800762;0.06864762;0.026681906;-0.0011580948;-0.006765715;0;0;0;-0.0029257145;-0.0022399996;0.008388572;0.04208762;0.06827429;0.07104;0.05038476;0.019474285;-0.0050285715;-0.003535238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0005610796;0.0046489453;0.01957767;0.045888294;0.059376154;0.06721028;0.06312336;0.05176818;0.03970592;0.04115538;0.056632787;0.07349381;0.073732354;0.048488542;0.017780881;-0.0018893498;0;-0.0012627473;0.011895906;0.03217938;0.048906803;0.063423626;0.061149403;0.04401485;0.027290605;0.011663712;-0.001205494;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.0009128679;0.0034033752;0.0075224135;0.009939764;0.008238076;0.0044053034;-0.00043575926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0013848074;0.0120947;0.043737732;0.08420345;0.104315005;0.104039475;0.09187678;0.0902737;0.08485255;0.070926696;0.059723962;0.060091577;0.08098201;0.097432725;0.09718819;0.074552976;0.058337964;0.048889067;0.06584097;0.073999524;0.074376434;0.071194135;0.07715798;0.1154698;0.15725496;0.15533222;0.11235427;0.057377063;0.022051955;0.02032482;0.027195184;0.02032482;0.023946075;0.040034175;0.06025881;0.05889904;0.035625692;0.031611774;0.08456271;0.15033212;0.20276873;0.24152187;0.26586872;0.25236985;0.20368716;0.11018343;0.031260148;-0.003549687;0;0;0;-0.0037894342;0.034523573;0.10736372;0.18347804;0.20271148;0.15862665;0.072571784;0.017955976;-0.0021326751;-0.0022328675;0.020717006;0.05941718;0.10052199;0.123108305;0.110526964;0.06857481;0.033999708;0.009664309;-0.0011021207;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0015585545;0.015728677;0.029755667;0.03594217;0.027274704;0.012325303;-0.003307952;-0.000015903614;0.000015903615;-0.002910362;0.027188027;0.075137034;0.131344;0.16859557;0.17927578;0.17174846;0.18323775;0.19253804;0.19484581;0.16068484;0.15424812;0.16238655;0.16387299;0.13292032;0.08036628;0.012987956;-0.0033291574;-0.0031807234;-0.003864579;-0.006266025;0.012479037;0.06679519;0.15824099;0.20929159;0.19501016;0.11762316;0.039250128;-0.0042674714;0;0;0;-0.00018289158;0.0018448195;0.0034987957;0.0042542173;0.0032602414;0.0015108434;-0.00034192778;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0151887825;0.027887892;0.045226168;0.069770545;0.08802026;0.100688204;0.0822894;0.06489691;0.039825324;0.025690956;0.014603972;0.01168738;0.015293141;0.027797084;0.045939054;0.067569554;0.09059329;0.1022434;0.10085557;0.07922508;0.057768058;0.03529186;0.021061273;0.009909912;0.00350208;0;0;0;0;0.0018025412;0.0053217886;0.011075916;0.01854675;0.031579714;0.04434613;0.057871066;0.061337903;0.059788805;0.050518144;0.043565933;0.029939352;0.021073923;0.010780913;0.005961939;0.0026699295;0.0013349648;0.00050823536;0.0037948238;0.011950307;0.022694401;0.039005365;0.059287347;0.08371652;0.09839435;0.10250429;0.08183267;0.061550684;0.037724614;0.023222964;0.011309929;0.004360659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.0016698797;0.016698798;0.033397596;0.041842416;0.031584583;0.023378318;0.013120485;0.019561447;0.016221689;0.008451181;0.00039122923;0.013250896;0.04536666;0.10364388;0.13526823;0.13986279;0.10366932;0.05523379;0.035972923;0.0598241;0.06761316;0.08953206;0.08494651;0.06182796;0.038513258;0.019943135;-0.0019943134;0;0;0;0;-0.0017260725;0.015330555;0.05382314;0.08022844;0.09533954;0.111097366;0.13319492;0.14295179;0.12778556;0.072266035;0.020674702;-0.0023378318;0;0;0;-0.0023179525;0.020953014;0.0672206;0.11651386;0.13009158;0.102796994;0.04801699;0.0118084345;-0.0014034942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0013470362;0.013347906;0.028165305;0.036065694;0.029705305;0.024255747;0.033829074;0.08594407;0.1364969;0.16126522;0.16427834;0.1677795;0.18223427;0.20391458;0.18326375;0.15092075;0.12872843;0.11237771;0.089809105;0.053183816;0.06798878;0.11257402;0.14738359;0.12336236;0.066227436;0.00025048255;-0.0004725764;0.043505933;0.120108895;0.1688805;0.16075376;0.10089859;0.02413904;0.01087277;0.075690076;0.1484152;0.17953806;0.16329643;0.10116132;0.042786032;0.01688434;0.008549784;-0.0018405785;0.00008163856;0;0;0.0000166988;-0.00018368677;-0.0044196155;0.03703237;0.13548848;0.2522075;0.29552975;0.24450937;0.12488474;0.030964023;0.0048381966;0.047424585;0.11968807;0.19760245;0.2198675;0.174852;0.09286313;0.025404437;-0.002914497;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0013025062;0.012924869;0.027052054;0.034518275;0.028165305;0.023116145;0.0317433;0.07867732;0.12625867;0.15062131;0.1543752;0.15634954;0.16551143;0.17922634;0.15906532;0.13009104;0.111130856;0.097735465;0.078385636;0.047788247;0.04333598;0.06863206;0.092756264;0.080376886;0.045331676;0.0033174949;-0.0000734749;0.036637157;0.09960276;0.13932364;0.13219881;0.082651265;0.019867117;0.009069302;0.061880175;0.12106258;0.1461145;0.13441755;0.08513715;0.038340442;0.01645017;0.00822694;-0.0017626508;0.000077927725;0;0;0.0000166988;-0.00017812049;-0.0027052052;0.021469088;0.07901872;0.14728339;0.17268227;0.14287491;0.07299601;0.017840995;0.0047803093;0.03862098;0.09765234;0.16126585;0.1794564;0.14270347;0.0757502;0.020675339;-0.0023734558;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0012468437;0.011199328;0.03762796;0.056553263;0.056764778;0.03589128;0.019014366;0.015374026;0.021931088;0.018146027;0.00967417;-0.0009573978;0;0;0;0.0000667952;-0.0016030847;0.00725841;0.02273263;0.05450859;0.088132545;0.09684729;0.09848023;0.08552382;0.061951607;0.038666993;0.02002186;-0.002002186;0;0;0;0;-0.0016899185;0.0150092505;0.0526977;0.07854372;0.0934372;0.10884647;0.1302714;0.14210938;0.12936002;0.076035194;0.024524968;-0.00017811988;-0.00021151817;0;0;-0.0022738199;0.020556223;0.06592129;0.11423369;0.12752315;0.10074941;0.047043294;0.0115666995;-0.0013748676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;-0.0012357112;0.011110268;0.037182655;0.055829655;0.055974375;0.035468247;0.018802848;0.015229304;0.021597112;0.017812049;0.009440387;-0.0009351327;0;0;0;0.0000667952;-0.0015808197;0.007046893;0.022190847;0.053525213;0.087668695;0.09706454;0.10028184;0.08809172;0.06451302;0.040203284;0.020817835;-0.0020817835;0;0;0;0;-0.001661345;0.014760255;0.05175886;0.07711691;0.09176918;0.10697992;0.12804008;0.13969694;0.12713352;0.07472155;0.0241242;-0.00013358991;-0.00021151817;0;0;-0.0022320726;0.020177716;0.06472455;0.11213242;0.1251575;0.09885688;0.04613878;0.011327351;-0.0013470365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;-0.0013720846;0.013464797;0.02957844;0.04256746;0.05160749;0.066563495;0.07882528;0.11124391;0.11488702;0.09525866;0.0707701;0.06803739;0.08601922;0.13188432;0.15944959;0.17325002;0.1772954;0.17020324;0.14901266;0.111280784;0.07439425;0.054538272;0.046594102;0.03802205;0.02340058;0.020402035;0.042925186;0.06682859;0.08532808;0.10106854;0.12042988;0.15110539;0.19359842;0.22225358;0.21250892;0.16294685;0.09090454;0.025143195;0.010394075;0.07165639;0.15133935;0.19718312;0.19175416;0.1319487;0.06218261;0.02501851;0.011110267;-0.0011577833;0;0;0;-0.0006011568;0.005660893;0.013904532;0.03675962;0.06751325;0.0958511;0.09675283;0.075294875;0.03667056;0.007467702;0.019994026;0.080815494;0.16168;0.22564527;0.22368595;0.15720026;0.076692015;0.020410383;-0.0023690027;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;-0.001488976;0.014566917;0.03251993;0.047380887;0.057657883;0.073705;0.084515385;0.11456489;0.11528289;0.09351921;0.06760165;0.06575829;0.0848568;0.132928;0.1640387;0.1815497;0.18800488;0.18192773;0.15932137;0.11818296;0.07821939;0.056455296;0.047914416;0.039117485;0.024090795;0.020327447;0.041982632;0.0664167;0.08852497;0.11267606;0.14014558;0.17518839;0.21375945;0.23395017;0.2157856;0.16300996;0.09027741;0.025602967;0.012305158;0.084956065;0.17985903;0.23315233;0.22248365;0.14829089;0.06422357;0.02365292;0.011199327;-0.0011577833;0;0;0;-0.00051209645;0.0048482176;0.011266122;0.0337761;0.06511974;0.09490484;0.09706454;0.07570678;0.036369983;0.007565668;0.01932162;0.07849548;0.1577168;0.2209919;0.21978958;0.1550717;0.07593055;0.020227809;-0.0023467375;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;-0.0018201689;0.014900894;0.06605488;0.14280534;0.20733255;0.22754058;0.19871292;0.13815331;0.100710444;0.0750277;0.059460986;0.040422592;0.039722733;0.051805243;0.10870361;0.16431059;0.21431795;0.2500185;0.28787985;0.27158925;0.24086347;0.18913059;0.13507102;0.0869562;0.05699856;0.0125797605;-0.0017440966;-0.00044530127;-0.0005566266;-0.00044530127;-0.00022265063;0.000022265065;0;0;0;0;0;0;0;-0.0002671808;0.0018591327;0.010913591;0.048500728;0.07679591;0.08284459;0.058994997;0.024755038;-0.0025567717;0;0;0;-0.0022432052;0.02058405;0.06223363;0.10414484;0.11327351;0.087153815;0.0384462;0.0092567;-0.00111047;-0.0009551711;0.009687529;0.0177742;0.020849004;0.015374026;0.0066015916;-0.002279942;0.0003362027;0.00027386026;-0.00002449157;0;0;0;0;0;0;0;0;0;0
