;meta[fps=30]
;meta[frames=116]
jaw_open_a;0;0;0;0;-0.010057144;0.0095085725;0.035245717;0.056868576;0.05956572;0.043337148;0.008182857;-0.0006400003;-0.0032914286;0;0;0;0;0;0;0;0;0;0.00064000004;-0.004068572;-0.0067047626;0.016429717;0.035437718;0.05688382;0.08490058;0.109001145;0.104554676;0.10205258;0.09964496;0.07359695;0.0788739;0.0941501;0.07415924;0.0441082;0.026122672;-0.0005516176;0.022293333;0.06818744;0.09065143;0.081920005;0.048210293;0.010998856;-0.009188573;-0.005312001;-0.0013805715;-0.00048457138;-0.017371427;0.008274282;0.070491426;0.12022857;0.16736001;0.16539429;0.09586285;0.04566858;0.031862862;0.043954283;0.082880005;0.121165715;0.13458286;0.11376001;0.10013942;0.09886285;0.09684344;0.08016001;0.09364344;0.11539658;0.13421944;0.12377028;0.08706971;0.023634287;0.011314288;0.0478781;0.06480762;0.060114287;0.06780952;0.09721906;0.13380572;0.15964954;0.13669792;0.11674059;0.09448229;0.07470173;0.062427435;0.054870855;0.06191391;0.082617916;0.08720001;0.09347049;0.092853345;0.081599995;0.06206476;0.025219046;0.00018285622;-0.0039314283;-0.0009142858;-0.01633524;0.010697145;0.06971429;0.09283049;0.08772875;0.09583848;0.086302474;0.12035736;0.16791162;0.1682263;0.14274134;0.12618592;0.095931426;0.064982854;0.034377143;0.013782859;0.004068571;-0.0006400003;-0.0016457143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.010034286;0.008194287;0.035428576;0.06313144;0.06898286;0.052982863;0.015131428;0.00018057108;-0.0036617145;0.00016457144;-0.009750857;-0.0026079998;0.037673146;0.08876115;0.11459201;0.104262866;0.05657143;0.011657143;-0.013097145;0.0041257143;0.03266286;0.06269942;0.08396343;0.0960983;0.083104;0.08941714;0.10588344;0.11945143;0.12616229;0.100114286;0.065485716;0.060758863;0.053483434;0.041682296;0.04176686;0.034240007;0.05792686;0.12460191;0.15225142;0.1373562;0.10264382;0.060845714;0.027093334;0.017660953;0.0068571432;-0.00042666637;-0.002072381;0;0;0;0;0;-0.0033828574;-0.004525714;0.015085714;0.047885712;0.08256;0.08784;0.06372572;0.02544;0.0009600009;-0.0069485717;0;0;0;0;-0.0035961906;-0.0055161915;0.019382857;0.0475581;0.0757181;0.100845724;0.10817524;0.092632376;0.10153144;0.08237715;0.053485718;0.025676195;-0.0025843822;-0.0036525726;0.0716602;0.1460099;0.1963566;0.19646022;0.13984458;0.090870865;0.07396572;0.07270096;0.08283429;0.09054173;0.09065753;0.10110173;0.09618287;0.090304;0.08824229;0.097392;0.08671543;0.06502629;0.032617144;0.004765714;-0.009211428;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0013025062;0.010954411;0.044981793;0.08958285;0.13324593;0.15555789;0.14679675;0.11303178;0.071148805;0.030187609;0.006676179;0.00430495;0.020668339;0.038137667;0.046680294;0.051265307;0.043381087;0.032185744;0.019955065;0.0114506055;0.011844219;0.033130888;0.04926527;0.05849875;0.0618032;0.06626083;0.06263242;0.052012462;0.029136064;0.00873872;-0.0009771183;0;0;-0.00055726274;0.004721466;0.0186225;0.04037483;0.06234854;0.067033745;0.05024843;0.028758192;0.028956668;0.037197288;0.044323377;0.03378882;0.0142273735;-0.0014663134;0;0;0;0;0;-0.0005916145;0.0051002894;0.018936438;0.040353842;0.06495514;0.08693712;0.09789949;0.08919862;0.06392077;0.03037877;0.005037948;0.0064505083;0.018841017;0.025243813;0.021265682;0.010108022;-0.0011135713;0.00030534941;0.0070707486;0.028626513;0.04399895;0.053674705;0.04608868;0.029074995;0.011841834;0.0065840976;-0.0016275762;0.008148696;0.034030564;0.062474184;0.07775755;0.07109553;0.047085207;0.029176457;0.037497547;0.046015523;0.04557976;0.031530507;0.012363472;-0.0012945544;-0.00029103624;0.0026336391;0.008001111;0.0186788;0.024475668;0.023115907;0.014213063;0.0051753554;0.0025585736;0.01850863;0.030771906;0.03378087;0.024526557;0.00976514;-0.0010181495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0012834219;0.012080387;0.033335574;0.046047173;0.039996013;0.022097759;0.015828075;0.024303904;0.033297397;0.026834011;0.012070844;-0.0012280772;0;0;0;0;0;-0.0009923857;0.008277832;0.0354921;0.0657205;0.07812699;0.07368654;0.06724963;0.085186765;0.12832548;0.15129468;0.1437318;0.12986608;0.11729522;0.12576675;0.14171793;0.13953753;0.12532209;0.118832946;0.10451682;0.10133213;0.11161333;0.113577105;0.096700355;0.066153005;0.026857398;-0.0010620432;-0.004202372;-0.0019093883;-0.0008301688;0.00008587953;0;0;0;0;0;0;0;-0.00024332535;0.0011021208;0.016283711;0.050008126;0.09024031;0.1281084;0.1607871;0.1890664;0.2105128;0.20307827;0.1717877;0.12398678;0.084541604;0.05413774;0.042859253;0.040524404;0.06428799;0.08909286;0.10742099;0.11437722;0.1257305;0.13800268;0.14871472;0.14190638;0.13125779;0.12504536;0.11096875;0.086172;0.063360006;0.05701447;0.0818389;0.114849545;0.13048321;0.1308661;0.12200619;0.10927813;0.09483248;0.0767262;0.06824918;0.071931265;0.08516386;0.10333692;0.1314434;0.1590298;0.15816624;0.12093269;0.08319627;0.07308229;0.09990653;0.13918567;0.15656197;0.15434699;0.1532346;0.15006731;0.13439432;0.10168494;0.061471857;0.026493836;0.0058899047;-0.00072639773;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;-0.0031489164;0.031139283;0.06649303;0.085561454;0.07140724;0.038089164;0.000031805932;-0.00050891563;0.000015903615;0;0;0;0.00015903616;-0.0020303617;-0.0038655065;0.045043144;0.20402597;0.45946473;0.6597543;0.659585;0.46598035;0.23293713;0.08208633;0.04704291;0.053118084;0.07419038;0.12474001;0.1913046;0.20906892;0.16834773;0.09438797;0.03300531;0.019582653;0.02844627;0.03510458;0.026903616;0.010104096;0.013099278;0.037924826;0.051639043;0.0426376;0.020913256;-0.003069398;-0.004850603;-0.0016380725;-0.000015903614;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.0022742175;0.0071566273;0.040920004;0.0855217;0.14440483;0.22219342;0.2769138;0.26988438;0.20367365;0.100789174;0.021191567;-0.0026360247;0;0;0;0;0;-0.00042939768;0.0044530127;0.0069975914;0.007554218;0.004612049;0.0011132532;-0.0020197593;0.00015903616;-0.0011450604;0.011498314;0.022440003;0.027513254;0.021390364;0.010098796;-0.0019402413;0.0001335904;-0.0032029883;0.0027990367;0.009271808;0.014345063;0.012945544;0.007942267;-0.0007697351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00029816473;0.00051501184;0.00084480015;0.0023175534;0.004450787;0.008914222;0.017945904;0.034767814;0.054469276;0.08403638;0.11148967;0.14222638;0.15345906;0.14801711;0.11310741;0.080082536;0.047985997;0.030796573;0.02159074;0.021458145;0.03173647;0.043633692;0.060744286;0.062419202;0.06405347;0.054619487;0.041998312;0.028680285;0.01716706;0.008812801;0.0043640477;0.001595859;0;0;0;0;0;0;0;0;0;0;0;-0.0007752284;-0.0015355485;-0.00000000021036935;0.0015504562;0.004621553;0.009272922;0.019261442;0.027774045;0.038235564;0.03182231;0.028133199;0.018318158;0.016436106;0.015910702;0.02202263;0.027553132;0.040649794;0.04383022;0.0478961;0.04026579;0.031826828;0.02104772;0.012974684;0.0065957657;0.002755765;0.003442447;0.0051772236;0.011438683;0.016615907;0.030255588;0.03597222;0.04847887;0.039219502;0.034614213;0.022291878;0.018283824;0.019416848;0.023803482;0.036578484;0.051767714;0.07659806;0.09432937;0.11685526;0.11349865;0.11255537;0.08803538;0.06652822;0.04184245;0.024577808;0.011685345;0.0057184375;0.0012125364;-0.00012423527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0004651808;0.0031012052;0.02274615;0.063276514;0.089338556;0.08725121;0.05631073;0.019084338;-0.0020634942;0;0;-0.00045802418;0.0035687718;0.017716631;0.045713358;0.08114026;0.09481736;0.079632595;0.045617934;0.012155664;0.0156093985;0.045309406;0.06350314;0.058393307;0.04168338;0.0306081;0.053586174;0.09489689;0.12156725;0.11589284;0.082364835;0.0402616;0.008715182;-0.0011450604;-0.0009383134;0.00007951808;-0.002799037;0.025095908;0.08325543;0.14242484;0.18262123;0.17549641;0.12272821;0.07275904;0.049985066;0.055392295;0.08348869;0.10897689;0.11429134;0.09993833;0.087616205;0.092320494;0.114381984;0.13380775;0.15245734;0.16061062;0.1574013;0.13064821;0.089238375;0.03594217;0.0045643374;0.012208677;0.028202416;0.034569163;0.049274713;0.07599808;0.10455567;0.12394748;0.10545211;0.0689003;0.06678459;0.090510145;0.11326291;0.10825062;0.072155245;0.031606317;0.009971569;0.0011768676;-0.0003816868;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0013164219;0.012435038;0.03202829;0.061858468;0.090197995;0.114470266;0.12551095;0.15171862;0.1831769;0.24666907;0.32707044;0.38801885;0.38281995;0.32539722;0.22698273;0.14188465;0.09968918;0.09711951;0.10196702;0.103277184;0.08735072;0.07357379;0.06703524;0.07608974;0.09948031;0.14032558;0.16529584;0.16006133;0.1177577;0.06171653;0.04207243;0.07746758;0.1312006;0.17699799;0.20642981;0.21744359;0.22885631;0.23482963;0.21316572;0.1598112;0.09383165;0.040135004;0.009231094;-0.0013581691;-0.0012802413;-0.00006679531;-0.00001632771;0.000492058;-0.0019192484;0.002023895;0.033455487;0.091237776;0.1634649;0.2168417;0.20989944;0.14889537;0.08313627;0.034576904;0.04608497;0.1151512;0.18764068;0.23250164;0.23242295;0.17810938;0.11596481;0.07199687;0.050920203;0.04974999;0.067806214;0.08692652;0.10785661;0.13185185;0.17211358;0.19709685;0.19828708;0.166718;0.120657176;0.09214396;0.07894913;0.061050802;0.035334658;0.011377448;-0.0045420732;-0.00439735;0.009518315;0.027122559;0.0472845;0.058332607;0.064097404;0.06961821;0.08534941;0.10031339;0.11112215;0.11396372;0.10073828;0.073853225;0.04085639;0.012212388;0.03957615;0.07451671;0.09084757;0.07673097;0.04501996;0.00807387;0.0115667;0.006135139;-0.0006061664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0014889762;0.01417728;0.03537919;0.06523775;0.091295674;0.11226602;0.12045957;0.13285229;0.13830277;0.16027005;0.19553234;0.22659712;0.22937468;0.20467661;0.1549234;0.10868997;0.08562489;0.08677808;0.09342838;0.09143078;0.07400044;0.060093965;0.056891833;0.06733456;0.07893243;0.09233879;0.103017665;0.10348356;0.083805695;0.05192844;0.038792048;0.062883034;0.11209532;0.16020419;0.19675656;0.21641791;0.22973685;0.22881714;0.20226513;0.14840184;0.085931264;0.03694071;0.009007701;-0.0012616868;-0.0011577834;-0.00003339767;-0.000015585545;0.00044752785;-0.0020372532;0.0020995962;0.034858182;0.09495382;0.16998932;0.22538036;0.21813083;0.15491585;0.0850622;0.032843567;0.037290275;0.09413484;0.1536542;0.19011506;0.18985775;0.14537416;0.09437048;0.060460787;0.051539175;0.060758762;0.08643557;0.10999684;0.12958916;0.14849037;0.18051772;0.19697253;0.18138234;0.12975521;0.06224477;0.013414701;-0.0016587473;0;0;0;0;0;0.00008906026;-0.001569687;0.0042693256;0.01763393;0.039912913;0.065570615;0.08921611;0.10739276;0.118878745;0.11939084;0.1053054;0.077148445;0.04370632;0.01414945;0.04252627;0.0783593;0.10277479;0.10117987;0.07624485;0.036588922;0.029838897;0.01229885;-0.0012735617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0007653616;0.006462435;0.02619485;0.05202399;0.07649385;0.08848637;0.08202171;0.062075004;0.038254164;0.015846048;0.0035145401;-0.00043472537;0;0;0;0;0;-0.001046458;0.009336483;0.031965207;0.05011866;0.06410558;0.06385175;0.0592696;0.06794407;0.089305915;0.105148256;0.115827315;0.10614423;0.07801492;0.06059734;0.054312654;0.05159892;0.042857286;0.028631391;0.016594525;0.032039423;0.06232734;0.080347195;0.07300789;0.047968592;0.029680813;0.021967454;0.022769738;0.018172001;0.007766796;-0.00079783134;0;0;0;0;0;-0.0004675664;0.00342882;0.019749112;0.05547341;0.09908325;0.13212831;0.13730496;0.110382766;0.080119625;0.06525037;0.07002409;0.074285075;0.09280728;0.11475831;0.13330902;0.12455522;0.08988824;0.03679116;0.007837301;0.012958269;0.023408007;0.031141404;0.04959172;0.08012455;0.11220478;0.12739885;0.10814104;0.08221561;0.06754664;0.06524777;0.06571348;0.06487483;0.065349445;0.0677396;0.06737779;0.0691757;0.07056541;0.06403061;0.048200153;0.022717789;0.0056664585;0.00012245784;-0.0000667952;-0.0015474219;0.013963905;0.046051573;0.06889182;0.06726943;0.05897125;0.051974613;0.065958664;0.08622517;0.089732446;0.0752838;0.058615007;0.03684709;0.01718386;0.004131761;-0.0006981686;-0.0006838556;-0.00007315664;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;-0.0007653616;0.006462435;0.02619485;0.052017864;0.07655508;0.08860883;0.082174785;0.062197458;0.038315393;0.015839923;0.0035145401;-0.00043472537;0;0;0;0;0;-0.0010241929;0.0091360975;0.03130097;0.0491056;0.062558144;0.06460875;0.06392745;0.06905065;0.07877899;0.08271101;0.087851256;0.08351179;0.066707246;0.05689206;0.053986844;0.053256176;0.044768;0.029703083;0.016484682;0.031262748;0.06126232;0.07924136;0.07218557;0.04752997;0.029609567;0.022087686;0.022958992;0.018320436;0.007841012;-0.0008052531;0;0;0;0;0;-0.0004898314;0.0035958078;0.020684244;0.05776671;0.102719866;0.1358466;0.13984318;0.11129564;0.07974335;0.06419389;0.06878114;0.07321821;0.091744125;0.11353652;0.13168587;0.12280297;0.0884783;0.036282778;0.0077408208;0.012063955;0.028744198;0.050063;0.07868474;0.109733365;0.1322619;0.13355511;0.10734174;0.08149384;0.066741385;0.06476722;0.06595654;0.06618104;0.06765425;0.07009042;0.07006074;0.058931917;0.042318467;0.02378651;0.0105239535;-0.0010835666;0;0;0;-0.0011911809;0.010694653;0.03599519;0.05412266;0.053725973;0.04054097;0.031308394;0.031540323;0.035022944;0.024858946;0.009270059;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;-0.0022125908;0.02072321;0.05565988;0.106980294;0.15414438;0.19646415;0.23388338;0.25739196;0.24915999;0.2181314;0.17815836;0.14370985;0.115884095;0.07395563;0.035962533;0.028709965;0.08005125;0.17934693;0.26639265;0.28368658;0.23257232;0.16569427;0.1265639;0.12861544;0.14618127;0.16911429;0.20235324;0.24128428;0.25463367;0.24347253;0.20295754;0.15561795;0.104120724;0.058792755;0.03475725;0.044691548;0.07511453;0.10300041;0.11359858;0.10622884;0.08940313;0.06468001;0.03852524;0.014496786;0.0014271908;-0.00091064104;-0.0037071332;0.033742707;0.11185968;0.1913905;0.24540552;0.2359262;0.16406013;0.089832105;0.039596565;0.018888196;0.038455475;0.06214365;0.11549259;0.19701429;0.2704236;0.30714434;0.2834824;0.20315064;0.1303035;0.080169536;0.060889848;0.065124944;0.09294448;0.12283542;0.15263629;0.18401982;0.24174663;0.2904459;0.30519503;0.27171397;0.21560484;0.18163282;0.18866302;0.20508352;0.18832015;0.15089257;0.11771094;0.107195154;0.123548836;0.15595192;0.17877547;0.20415021;0.23171344;0.25913936;0.28984475;0.32119486;0.33262333;0.32783082;0.28735015;0.20804475;0.11850581;0.049053647;0.006779711;0.0021396722;0.03151323;0.07703898;0.12850654;0.16926922;0.19239983;0.20555796;0.22285084;0.23378597;0.22203001;0.17540696;0.10899584;0.04744407;0.010481279;-0.0012941569;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;-0.0021680603;0.020294605;0.05452714;0.10621104;0.15501271;0.19963413;0.23845884;0.26136962;0.24878426;0.21413258;0.172709;0.13964649;0.11425317;0.07459909;0.03616376;0.027316451;0.074474394;0.16726767;0.24848087;0.2652799;0.2189265;0.1584855;0.12503502;0.13059463;0.14952381;0.17212008;0.2025453;0.2369003;0.24745908;0.23592173;0.19642016;0.15034486;0.10320413;0.06738521;0.057762254;0.079608366;0.11303083;0.13315399;0.13141063;0.11337594;0.09129343;0.06484255;0.03864547;0.014781778;0.0016498412;-0.0007993158;-0.0034622173;0.031456083;0.10326314;0.18673487;0.24883658;0.256685;0.20227255;0.14017639;0.089308515;0.06364803;0.066422634;0.07547151;0.12428174;0.21770409;0.30842856;0.3581627;0.3348458;0.24282141;0.1558666;0.09560341;0.06862084;0.06890702;0.0954147;0.124372646;0.154642;0.18682615;0.24622376;0.29617172;0.31056088;0.27467853;0.21554698;0.17981079;0.18623427;0.20233005;0.18552959;0.1490052;0.11720033;0.107970715;0.12445057;0.156041;0.17790714;0.20285329;0.23112619;0.26054764;0.29363537;0.32732984;0.3397259;0.33494446;0.29360938;0.21275382;0.12123326;0.04956574;0.01460217;0.018186845;0.04344508;0.071063586;0.09818708;0.11927858;0.14031908;0.160507;0.18592384;0.20778595;0.2066532;0.16832109;0.10650494;0.046628606;0.010275327;-0.0012691086;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;-0.0016476148;0.01585829;0.038858104;0.055981055;0.056180324;0.0456445;0.049662225;0.063461;0.06511974;0.045995172;0.018900258;0.002606126;0.0217808;0.0414826;0.049600996;0.039776538;0.018613039;0.011687304;0.025439693;0.06318639;0.0995601;0.11426802;0.095543474;0.060475625;0.021741834;0.0013303371;-0.007570122;-0.0028499276;0.032506995;0.06353485;0.07796039;0.07083816;0.05312815;0.046293706;0.07741044;0.09486328;0.10174596;0.10210944;0.08780599;0.06356768;0.042675078;0.017307006;0.0013878557;-0.0007143375;-0.00019110845;0.00008534945;-0.0000055662695;0;0;0;0;0;-0.000690217;0.006839086;0.014296026;0.01991981;0.018186849;0.009199182;0.008624002;0.0154668;0.018207628;0.02633586;0.029013976;0.022912607;0.017715568;0.0072046034;-0.0030443764;-0.0031505066;0.0007614651;0.01699381;0.03372044;0.040045574;0.043767553;0.064513005;0.115205;0.1791369;0.22257493;0.22738196;0.18372647;0.15105732;0.12973852;0.1206466;0.12278294;0.1397467;0.15636644;0.16533479;0.14549105;0.09412184;0.04355603;0.027853595;0.036239177;0.041234907;0.0714653;0.11845292;0.17926066;0.25846958;0.26860294;0.2123113;0.1231759;0.040645245;-0.0044569094;0.009429256;0.017695164;0.021246444;0.016531814;0.0078005674;-0.00078781246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;-0.0018257353;0.017439112;0.044274084;0.06576711;0.06941134;0.059905265;0.061994288;0.072600804;0.07072498;0.048266765;0.019270413;0.0035468244;0.02571615;0.05214478;0.06756333;0.06404546;0.04226132;0.02941586;0.034365196;0.06626454;0.10010002;0.116703264;0.09899455;0.06387105;0.023926595;0.0023211334;-0.0070079286;-0.0027386022;0.029222898;0.057276133;0.07095504;0.06648719;0.046686128;0.023638077;0.03119521;0.03395905;0.044858538;0.064225435;0.06948741;0.054477043;0.03719193;0.013828459;0.00022079526;-0.0005380724;0.000022265061;0.00008906023;-0.000007421686;0;0;0;0;0;-0.00018646992;0.0011633496;0.009618509;0.029932596;0.043873306;0.041980777;0.034825344;0.02340058;0.015329869;0.024654849;0.02811224;0.023001665;0.017715568;0.0072046034;-0.003055509;-0.002994651;0.0005388143;0.016359257;0.032966208;0.04057437;0.045593277;0.06715977;0.11715987;0.17991729;0.22228828;0.22708137;0.18327077;0.15210193;0.13568626;0.13215688;0.13720141;0.15254168;0.16400409;0.16797878;0.14611447;0.0941775;0.043544896;0.027853595;0.036239177;0.041234907;0.0714653;0.11845292;0.17926066;0.25846958;0.26860294;0.2123113;0.1231759;0.04064933;-0.0044977292;0.009347618;0.017593116;0.021164805;0.016490994;0.007804649;-0.00078781246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;-0.0010798556;0.009997013;0.028529897;0.05275763;0.07287689;0.08793866;0.09849229;0.10583142;0.099899456;0.08999706;0.08184637;0.07690353;0.06779155;0.04912786;0.027191486;0.029907549;0.07751206;0.1593761;0.23404846;0.2535863;0.2039169;0.12797615;0.06947141;0.049214326;0.058093265;0.072094284;0.086961776;0.10553641;0.113035284;0.0988079;0.06837601;0.03258492;0.008338267;-0.0009796628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00030800005;0.0014490843;0.02109986;0.053176392;0.082668334;0.08662966;0.06426069;0.028760899;0.006980098;-0.00083493994;-0.0002783133;0.0017960486;0.014212531;0.037798658;0.06440076;0.091952845;0.11870525;0.13409117;0.13334548;0.11986453;0.10238867;0.09425358;0.09780207;0.09567187;0.07791289;0.054606557;0.038167886;0.03693032;0.049844056;0.06688611;0.07918942;0.0905947;0.10124944;0.10760891;0.11137171;0.11014248;0.10329877;0.09656358;0.08312939;0.05969264;0.035445984;0.014873064;0.0014138316;-0.0006456868;0.0000333976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;-0.0011160363;0.010386653;0.02904756;0.05244926;0.0708942;0.08367489;0.09092775;0.097243786;0.09498554;0.091010675;0.089788884;0.09052418;0.08632165;0.06915362;0.045678172;0.041919548;0.082527824;0.15969893;0.2341097;0.25356403;0.20406163;0.12786481;0.06906173;0.04874231;0.05859423;0.073029414;0.0866278;0.101261504;0.103931084;0.08772658;0.05935866;0.026562221;0.016570773;0.025323728;0.046277937;0.06116491;0.06328566;0.048253953;0.031307466;0.013000015;0.002137446;-0.00042581934;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010019279;0.009462652;0.02527085;0.039520487;0.04063374;0.029501213;0.011243858;0.002783133;-0.00033397597;-0.00028944583;0.0018591327;0.014884195;0.03930897;0.067017846;0.09649679;0.12623456;0.14320776;0.14041016;0.12118374;0.096795134;0.08481319;0.07657234;0.059251785;0.031901382;0.009427028;-0.001059817;0;-0.0009091568;0.008022845;0.027428705;0.057028245;0.08736069;0.10760891;0.11680623;0.12142253;0.1176319;0.111124925;0.0958177;0.069043964;0.0407896;0.016353691;0.011344049;0.017656196;0.022743762;0.017867712;0.008683375;-0.0012691086;0.0000333976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
