;meta[fps=30]
;meta[frames=56]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0071923817;0.009478097;0.02354286;0.029104764;0.026163813;0.014720001;-0.0052266675;-0.0013104763;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.008045715;0.0038217143;0.027355429;0.056108803;0.087093964;0.10744047;0.10603978;0.089063324;0.057416234;0.02321737;0.00086857093;-0.006674286;0;0;0;0;0;0;0;0;-0.0066628577;0.00003771413;0.026726862;0.058947437;0.08424116;0.09185316;0.07433486;0.05391887;0.036092576;0.019598858;0.0069268574;-0.000685143;-0.0020742859;0;0;0;-0.0013677716;-0.0026752006;0.0026450285;0.022779437;0.05009556;0.07770012;0.09632458;0.10459246;0.10926539;0.113754526;0.11149715;0.087668575;0.05282286;0.020068575;-0.000022856962;-0.0058971434;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.001956145;0.017605303;0.05700493;0.10349438;0.1333755;0.14099778;0.12590799;0.11097927;0.09505338;0.07150044;0.04308939;0.01963855;0.0054418994;-0.00083971105;-0.00009542171;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011045063;0.01028646;0.029420897;0.045337237;0.046160247;0.03259844;0.01158658;0.0017939281;-0.00025525308;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0016918267;0.016019395;0.0423701;0.064172044;0.071233064;0.06529249;0.056296322;0.06899105;0.089612424;0.09123269;0.07297928;0.040602125;0.012305965;-0.0013729275;0;0;0;0;0;0;0;-0.0004322603;0.0035983522;0.014648185;0.035960622;0.06775287;0.093354814;0.10873601;0.1177124;0.12759033;0.1436947;0.15546003;0.15740247;0.16052483;0.15115018;0.13449462;0.10112374;0.056899965;0.02083533;0.0063646287;-0.0025716147;-0.000014313271;0.000014313256;0;-0.00083374704;0.006884675;0.02925987;0.06859985;0.097895496;0.11046851;0.120848;0.13901988;0.14002061;0.11838017;0.06777804;0.018344825;-0.0021040489;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00010496388;-0.0011046198;-0.0018443655;0.00064977654;0.011556024;0.03449813;0.072575025;0.10658332;0.11194148;0.08614535;0.044869557;0.010731306;-0.0012795596;0;0;-0.0005884338;0.0060751815;0.009860243;0.010893978;0.006997592;0.0021787956;-0.0039759045;0.00028096393;0.01794458;0.03374217;0.03973253;0.030593257;0.0130462665;-0.001341205;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.015382589;0.011715164;0.009489771;0.0054618362;0.0035833982;0.00175104;0.0008213082;-0.00012468708;-0.00002439533;0.000029816467;0;0;0;0;0.0061440007;0.018478306;0.040229645;0.068720184;0.11250072;0.15692276;0.20138316;0.2097216;0.18869534;0.14302419;0.09696903;0.05892367;0.03219953;0.013305601;0.0032865882;0.00000677647;-0.00027105885;0;0;0;0;0;0;0;0.0012468705;0.002331106;0.004594447;0.0066951527;0.011221834;0.012929506;0.016073788;0.011709739;0.00950061;0.005041694;0.003334023;0.0014366115;0.00065054104;-0.00029816476;-0.00006776471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00031807233;0.003196627;0.00620241;0.0076337364;0.0059638564;0.002862651;-0.00047710852;0.000015903615;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0019370605;0.017912244;0.05205572;0.08899346;0.11232792;0.11636724;0.10643324;0.10645558;0.10914818;0.09800042;0.072953634;0.039493404;0.013070633;-0.00047127664;-0.00034510856;0.000022265065;0;0;0;0;-0.00076072296;0.007020917;0.021077594;0.03074434;0.028087907;0.034336332;0.067485936;0.11712018;0.14937758;0.13782282;0.089333;0.039861776;0.013730384;-0.003928353;0.0110336095;0.06760993;0.16888049;0.27258006;0.29982135;0.22997028;0.14891051;0.12214791;0.1678129;0.22692822;0.21859172;0.14769235;0.073098734;0.03490375;0.026450895;0.03045237;0.050170608;0.101788454;0.13570558;0.13793206;0.09234435;0.0325775;-0.0034881935;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0016476148;0.015162509;0.044875238;0.07833963;0.10152513;0.10806572;0.10174755;0.102305;0.10456639;0.09372517;0.06986941;0.037903305;0.012612345;-0.00041932455;-0.00034510856;0.000022265065;0;0;0;0;0;-0.00096853025;0.008549784;0.029623669;0.056613095;0.08125997;0.103989124;0.11397376;0.113085516;0.095347226;0.0647802;0.033111073;0.014560101;0.0013013937;0.008182271;0.040819373;0.099637546;0.16019714;0.17564909;0.13321002;0.09777287;0.11158085;0.17668204;0.23646937;0.22682127;0.16335098;0.09022575;0.0387021;0.0101723885;0.0005071988;0.01982704;0.091071524;0.13928653;0.14307901;0.095780596;0.033924535;-0.0036292055;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0011243859;0.010119472;0.03276304;0.05951452;0.076493405;0.08410116;0.07891875;0.07351434;0.06271289;0.045141306;0.023972351;0.009838264;0.0019372836;-0.00024981407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003785061;0.003807326;0.0073474715;0.009017351;0.0070134955;0.0033397598;-0.0006011568;0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.0011243859;0.010119472;0.03276304;0.05951452;0.076493405;0.08410116;0.07891875;0.07351434;0.06271289;0.045141306;0.023972351;0.009838264;0.0019372836;-0.00024981407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00036737355;0.0036960004;0.00712482;0.008739037;0.0067908443;0.0032284344;-0.0005900242;0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.00020038556;0.0010798555;0.01161123;0.037884004;0.07784222;0.115583286;0.14469421;0.1644277;0.18113743;0.18883336;0.17926292;0.13846733;0.084611915;0.036690824;0.009039616;-0.0010798556;0;0;0;0;0;-0.0016364823;0.014274132;0.05094469;0.10734434;0.15907218;0.19628128;0.21139231;0.21901059;0.21579051;0.2055799;0.1774112;0.15076777;0.13550997;0.12498111;0.11623745;0.11195176;0.10601139;0.09221818;0.07017206;0.03731625;0.011358969;0.0058924495;0.022896947;0.04608757;0.066322066;0.08091514;0.09873599;0.11327463;0.118726335;0.10671089;0.074816175;0.038727295;0.016192267;0.0038629882;-0.00046756634;0;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.00020038556;0.0010353253;0.011956339;0.03963181;0.08223757;0.12333042;0.15615445;0.17988123;0.20173149;0.21417098;0.20732827;0.16329174;0.10177204;0.044962734;0.011377448;-0.0013470362;0;0;0;0;0;-0.0016698799;0.014565807;0.051986698;0.10949737;0.16191877;0.19937278;0.21428454;0.22170478;0.2181545;0.20729178;0.17795634;0.15055896;0.13456517;0.12394834;0.1150792;0.11087237;0.105085544;0.091817416;0.069418766;0.04106977;0.028963879;0.04316958;0.07653364;0.10382887;0.114214584;0.11437118;0.12250961;0.13348152;0.13884649;0.1259507;0.089978695;0.04805914;0.020027425;0.0046533984;-0.0005677591;0;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;-0.0010923241;0.010599952;0.025005894;0.03445964;0.031888023;0.020205546;0.004834636;0.0013911214;0.00041635672;-0.000048983144;0;0;0;0;0;0;-0.0011392292;0.0091360975;0.042955242;0.09464507;0.15265076;0.2023693;0.22208478;0.22750397;0.23455186;0.24951802;0.27207685;0.27891287;0.26517883;0.2297133;0.1733286;0.10810821;0.0524936;0.010338412;-0.0013173497;-0.002400916;0.023411714;0.053992778;0.07197182;0.06295447;0.035958078;0.0035735432;-0.00059744593;0.00007792773;-0.0010575905;-0.00011503641;0.014869351;0.053640246;0.08117471;0.08327504;0.05601519;0.020109065;-0.0021448678;0;0;0;0;0;0;0;0;0;0
