;meta[fps=30]
;meta[frames=218]
jaw_open_a;0;0;0;0;0;0;-0.0077165714;0.003931429;0.026203427;0.052754283;0.08983771;0.09334858;0.06328686;0.034377143;0.006290287;-0.009801144;0;0;0;0;0;0;0;0;0;0;0;0;-0.012388571;0.014651429;0.042605717;0.055840004;0.052297145;0.031977143;-0.0051199994;-0.010072382;0.009782858;0.01666286;0.021436194;0.034468573;0.056034286;0.06382476;0.08917715;0.09180572;0.08608;0.08429715;0.09325715;0.09902857;0.08614858;0.06;0.028388575;0.0019085712;-0.007611429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.015360001;0.0129828565;0.05271772;0.09660344;0.09848686;0.09077944;0.043172576;0.052672;0.07644343;0.10944001;0.09202286;0.06925715;0.023451427;0.00059428596;-0.0070400005;0;0;0;0;0;0;0;0;0;0;-0.014262858;0.01033143;0.053165715;0.08385829;0.10386287;0.10496458;0.08409829;0.09575085;0.1068762;0.10701028;0.10939657;0.10491963;0.0952701;0.07859658;0.04793905;0.015900953;0.0034034315;0.017051429;0.053546667;0.112031996;0.12595199;0.09762285;0.046385527;0.0027550487;0.0105965715;0.0401981;0.043367624;0.021348575;0.02513524;0.024944765;0.05993143;0.08525715;0.091649525;0.057843816;0.059337147;0.03489524;0.007657144;0.018560003;0.044129528;0.07044572;0.10112002;0.11561143;0.09438475;0.061632004;0.04427886;0.048530295;0.062235434;0.087410286;0.098752;0.09658057;0.08247772;0.05907657;0.03241143;-0.0028800007;0.0023771436;0.030857146;0.036937147;0.03250286;0.017554287;-0.007908572;-0.0027428572;0.00054857146;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0068266676;0.010636192;0.019885717;0.022704765;0.019093337;0.00905143;-0.0074209534;0.00039619047;-0.017097143;0.0112000005;0.072960004;0.0986743;0.09992001;0.08443429;0.05457524;0.064472385;0.10650669;0.11425526;0.09184383;0.05809525;0.028312385;-0.00071619096;-0.006796191;-0.0009142858;-0.00576;0.0112457145;0.022400001;0.033097144;0.061028577;0.06381715;0.045577142;0.029897144;0.0064457143;0.0090122465;0.043386776;0.07406433;0.096360505;0.098544344;0.09369079;0.08304328;0.08031936;0.06350956;0.06551315;0.05525682;0.04014694;0.018057147;0.011062859;-0.008228572;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.005973334;-0.0004876178;0.022656001;0.05451581;0.08444953;0.10187886;0.09765181;0.08102553;0.073366866;0.077627435;0.105312005;0.10652801;0.08654173;0.045257147;0.0072411434;-0.012470858;0;0;0;0;0;0;0;0;-0.011428572;0.006902857;0.041508574;0.082925715;0.09453715;0.07634286;0.028342858;-0.0048609534;-0.008350478;0.027497144;0.059013337;0.087763816;0.106411435;0.0958362;0.087729536;0.08892573;0.08918858;0.09170286;0.09618287;0.09139429;0.07238858;0.04547429;0.019177144;0.00034285657;-0.0053485716;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010023619;0.010710857;0.036557715;0.034799244;0.061344005;0.07340343;0.054108955;0.042989712;0.023137523;0.021232763;0.076873146;0.11908724;0.123589344;0.08517943;0.020689521;0.00851962;0.024249146;0.05141486;0.082221724;0.09554744;0.082169145;0.063748576;0.03600686;0.009924572;-0.011554287;0.0023085724;0.03684572;0.07787886;0.10438399;0.11420343;0.10318171;0.103012584;0.09061905;0.07962515;0.065724574;0.06345143;0.07991886;0.099997714;0.11529144;0.12789762;0.14106928;0.15217388;0.16005944;0.15632732;0.15235703;0.136992;0.1293079;0.12122439;0.10415604;0.087023236;0.0740579;0.07558095;0.09647239;0.11273905;0.12457524;0.12753524;0.10656382;0.064381264;0.040692575;0.059142403;0.12428252;0.19427903;0.2252782;0.18813717;0.13058028;0.07709409;0.03808076;0.032614093;0.0355421;0.047029335;0.063661724;0.07656839;0.082115054;0.08393754;0.093135245;0.116169155;0.1506263;0.19507201;0.2520389;0.26864;0.2388686;0.16512915;0.0753722;0.0048899055;-0.011268572;-0.0030628573;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0068266666;-0.00021333425;0.026803812;0.057828568;0.0908038;0.097602434;0.12655361;0.17683811;0.24509412;0.30469918;0.27763295;0.16813166;0.07984916;0.02274012;0.028019201;0.07876571;0.10052572;0.09696001;0.07341715;0.041828576;0.016640002;-0.0019200011;-0.0042057144;-0.0031085717;-0.0027428572;0.020434286;0.03309714;0.035245717;0.02688;0.007999999;-0.0074057146;-0.008045714;0.0022857147;0.03139788;0.05554025;0.086702384;0.113031186;0.12199837;0.14294204;0.14021662;0.13761438;0.13333617;0.12351587;0.113871686;0.107260294;0.08018286;0.075817145;0.05624381;0.032769527;0.013302861;0.00033523922;-0.003961906;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010687232;0.009484918;0.03188993;0.06584097;0.081585556;0.07242508;0.04110767;0.01318728;0.005063711;0.016730605;0.023155665;0.021215424;0.012850123;0.0023028438;-0.00029898802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00095421704;0.008401881;0.029642751;0.053474315;0.07815513;0.11036728;0.14167261;0.15815036;0.1419557;0.092943914;0.039491866;0.007989022;0.0017837494;0.011881275;0.031762067;0.05641331;0.06571056;0.057639163;0.04159368;0.034438968;0.04499388;0.06575827;0.077889554;0.08290874;0.08698579;0.084467925;0.08103974;0.0734437;0.0697089;0.07748719;0.07948484;0.064334735;0.038343303;0.013275543;-0.0014327568;0;-0.0003967634;0.003510755;0.011836775;0.024629388;0.043704085;0.05178965;0.043641783;0.040885523;0.048602752;0.060995556;0.066007964;0.049213745;0.01916545;0.0135641955;0.031369887;0.06584097;0.081585556;0.07242508;0.04016929;0.021706723;0.03126836;0.0685813;0.09582852;0.11095858;0.097873345;0.081629016;0.060708493;0.041346353;0.019911332;0.009319521;-0.00095421716;0;0;0;-0.00038836632;0.0034113256;0.011866164;0.024526559;0.03974457;0.05634413;0.067580506;0.06878712;0.055359382;0.033335574;0.013053529;0.002366458;-0.00031489163;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006870362;0.0065713744;0.016730605;0.022716725;0.024383426;0.032268442;0.05274562;0.0775365;0.08100348;0.073250465;0.053397987;0.035802223;0.029836453;0.03409895;0.04604097;0.060282663;0.05465278;0.032013983;0.01064429;-0.0011593738;0;0;0;0;0;-0.00028149402;0.0019418315;0.01301075;0.03800169;0.054461934;0.054032538;0.035453934;0.012629062;-0.0016021304;0.0020243032;0.009275807;0.022387296;0.03966435;0.058884732;0.06972627;0.07311802;0.06645567;0.061296172;0.06210003;0.07344791;0.09013056;0.11273597;0.11133169;0.0886738;0.05045423;0.015916342;-0.0017573498;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0013740725;0.011918171;0.04423273;0.08473542;0.1102426;0.10673777;0.078441404;0.046985645;0.02457586;0.011213005;0.003675644;-0.00040649646;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008158555;0.0065840976;0.030301163;0.06949086;0.09088918;0.08366098;0.050139334;0.014709256;0.010591809;0.035067476;0.050311092;0.048020974;0.029660644;0.014477859;0.025612377;0.052475974;0.07460068;0.08643417;0.089425646;0.09297176;0.084802456;0.06365821;0.03459514;0.010090845;-0.0011379037;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027195183;0.026959015;0.055618446;0.08300733;0.091922104;0.094329126;0.08747785;0.10760466;0.10541665;0.09077943;0.060960148;0.0316967;0.008530701;0.0019895427;-0.00025048197;-0.001872174;0.017679734;0.04708775;0.07423713;0.08904277;0.09645345;0.10338035;0.12772004;0.14791389;0.15247816;0.1378963;0.120203905;0.1069496;0.10509841;0.10183404;0.086362354;0.056297608;0.03650596;0.041614354;0.054149188;0.055864632;0.03814339;0.014202326;-0.0015028915;0;-0.00085664826;0.0071537644;0.029637022;0.064444;0.099491425;0.10655502;0.08127281;0.05163936;0.042783752;0.07055576;0.09438159;0.10669338;0.0962292;0.08358464;0.08043095;0.0997944;0.11179845;0.12116649;0.108635224;0.07391604;0.0381496;0.012626676;0.00006202396;0.016555665;0.05625825;0.09649281;0.1379941;0.15824018;0.15483364;0.15397054;0.15412943;0.14822806;0.14735495;0.12714465;0.09413829;0.059775017;0.030784952;0.011150026;0.0029843138;0.0010734942;0.012745953;0.03560422;0.050382655;0.04913025;0.031682387;0.010462989;-0.0011379037;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013215906;0.012352338;0.03386516;0.060831334;0.086456835;0.09699616;0.081719145;0.057200536;0.026613114;0.0048903627;-0.00063932553;-0.00070850615;0.0057038325;0.025406027;0.06928809;0.117414005;0.14492647;0.12784837;0.08225589;0.031942412;0.005551157;-0.0016245545;0.004981013;0.023480894;0.049874537;0.09287513;0.14052038;0.18235803;0.19934428;0.19591554;0.17069557;0.14710805;0.12586363;0.102892675;0.080722876;0.07500371;0.086435504;0.10554799;0.11832462;0.10846871;0.09753584;0.08990162;0.07943583;0.065503255;0.05506786;0.05402061;0.06986777;0.07488219;0.05910898;0.032095093;0.0087263165;-0.001001928;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;-0.0019068439;0.016321883;0.063048296;0.12658644;0.16863401;0.21425353;0.2402496;0.24258265;0.20075771;0.12443148;0.03565591;-0.0022106029;-0.0076337364;-0.002910362;-0.00007951808;0.00003180723;0;0;-0.00095421704;0.0075462665;0.037687596;0.07733134;0.0960976;0.08335482;0.046120483;0.009865544;0.01580422;0.031966273;0.038486756;0.029024102;0.013040967;-0.0036578316;0.0001961446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00042939768;0.0044212053;0.0073156636;0.008381206;0.0034987957;-0.0020674702;-0.006472772;-0.0036896393;-0.0019084341;0.00019084342;0;0;0;0;0;0.00009542171;-0.0013677111;0.0005619281;0.022530127;0.041720495;0.048930135;0.037521943;0.016232295;-0.0016645788;-0.002496868;0.024459764;0.055209406;0.0707711;0.05900242;0.030574704;-0.0010655426;-0.0023378318;0.0001828916;0;0;0;0;0.000116891584;-0.0014903677;-0.0004926146;0.014820182;0.05688028;0.08708422;0.08855823;0.077264346;0.05736673;0.041434884;0.035385538;0.01741446;-0.002973977;0.0062474706;0.03662603;0.08681784;0.14105712;0.16612917;0.15028916;0.10360412;0.053849645;0.01938651;0.0027195183;0.022758078;0.072536394;0.11678556;0.1371528;0.11522171;0.06463231;0.02703615;0.008126749;-0.0023060248;0.000116626536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016963858;0.016963858;0.032257836;0.059267484;0.06573495;0.05553013;0.027725304;0.013518074;-0.0032602414;0.00015903616;0;-0.00038168684;0.0023855423;0.018692052;0.0685446;0.12862845;0.173747;0.16342555;0.1103711;0.044959527;0.009277108;-0.0040077115;0.00023855426;0;0;0;0;0;0;0;0;-0.0010814462;0.007458797;0.05518555;0.09414941;0.105520494;0.07792772;0.032475185;-0.0055662654;0.021135906;0.051093023;0.0993287;0.15668243;0.21529521;0.25673208;0.28753474;0.27418098;0.21945402;0.1425415;0.06664942;0.0166776;-0.0019746998;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0.0048899017;0.010778656;0.020931166;0.031665094;0.051552687;0.063240744;0.07656871;0.061973542;0.046483885;0.025552718;0.014282091;0.005844029;0.001878438;-0.0019231625;-0.0014610073;-0.00041743065;0;0;-0.0005421177;0.00041110607;0.006916519;0.014917273;0.027928099;0.04501384;0.0707554;0.08869046;0.10566778;0.088292904;0.07539954;0.052576378;0.04705581;0.03774042;0.038634915;0.025886115;0.022425598;0.013308986;0.0091166105;0.0045583053;0.0024621172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00008131765;0.00069797656;0.0013959531;0.0029545415;0.0043504946;0.0076303077;0.009107577;0.011933368;0.009514166;0.008118213;0.0048384005;0.0032798122;0.0016399061;0.0008606119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005421177;0.00041110607;0.006916519;0.014917273;0.027928099;0.04501384;0.0707554;0.08905639;0.10393752;0.084832385;0.06774665;0.04146297;0.02682579;0.013683954;0.0056199534;0.0036457411;0.0072914823;0.015531669;0.022823151;0.04025223;0.048018076;0.063224465;0.050389834;0.043098353;0.025669271;0.017429082;0.008714541;0.004594447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00036592936;0.0017302587;0.0034605174;0.0076528937;0.01111341;0.020230021;0.024056468;0.032540612;0.025886115;0.022425598;0.013308986;0.009062398;0.004454399;0.0044679525;0.004120094;0.008339576;0.012676518;0.021377504;0.025980989;0.0327168;0.02628367;0.021946728;0.013191529;0.008538352;0.0059090825;0.005168189;0.0064512007;0.009405742;0.01694118;0.02016678;0.027038123;0.021291675;0.018391343;0.01067972;0.0072914837;0.0031713885;0.002100706;-0.000040658924;0.0015043768;0.0011113411;0.0014637178;0.0012739765;0.0032120473;0.009107577;0.022868332;0.045863155;0.07730599;0.11830815;0.1625856;0.19923277;0.21070759;0.19239758;0.14709459;0.10242411;0.061778832;0.034898825;0.015599436;0.004788706;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00089060253;0.0074587967;0.03064627;0.06759036;0.08675423;0.07880242;0.04634314;0.014933497;-0.0016380725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031489164;0.0296348;0.08152194;0.11436292;0.12380966;0.095835194;0.06690651;0.0749442;0.09844339;0.09302026;0.075621694;0.036164828;0.009764821;-0.0011291568;0;0;0;0;0;0;0;0;0;0;-0.0017016872;0.01564916;0.046899773;0.07689399;0.09417169;0.09909863;0.10143368;0.1193642;0.13531195;0.12201056;0.085732825;0.041595116;0.010779073;-0.0012607593;0;-0.00073474704;0.005944771;0.026951857;0.06231991;0.103198566;0.115722656;0.09378044;0.05236743;0.016264629;-0.0018034701;0;0;-0.00089060253;0.0074587967;0.03064627;0.06611133;0.10090844;0.114744596;0.09474038;0.07131308;0.07107962;0.0984857;0.13479163;0.14418645;0.11204406;0.063966684;0.027722126;0.009127512;0.006223616;0.00540723;0.002703615;-0.00027036155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021734943;0.019906027;0.061759043;0.09039881;0.09322435;0.07819278;0.07006869;0.07351447;0.073633745;0.04630243;0.026738752;0.03615751;0.078890845;0.11315106;0.11456806;0.082438625;0.040865935;0.010730807;-0.0012490702;0;0;0;0;-0.0004612049;0.0032602414;0.022742173;0.03856627;0.043019287;0.0316482;0.013056869;-0.0013518074;-0.0016460245;0.015315183;0.04279663;0.079796396;0.09303616;0.07872291;0.04129374;0.014599521;-0.0015744582;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0011657989;0.010670978;0.032679103;0.053749204;0.060188036;0.048187163;0.023987044;0.008197329;0.0015503163;-0.00020572919;0;0;0;0;0;0;0;0;-0.003448302;0.03249586;0.08837004;0.13062635;0.1279963;0.08591532;0.025774594;0.0017199767;0.00839393;0.027608678;0.0406894;0.03996579;0.026077954;0.007670314;0.004202531;0.018953137;0.0465813;0.0880639;0.13959081;0.18524255;0.1860135;0.14288604;0.07686179;0.021936655;-0.002488121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.003028049;0.030280488;0.05791589;0.099595346;0.13592452;0.17848046;0.17708705;0.15818584;0.08910553;0.031061621;0.008280377;0.0444355;0.08851199;0.112811506;0.10577575;0.07834798;0.061771445;0.06808433;0.07976366;0.097725086;0.102374755;0.096032925;0.082695395;0.070934266;0.06632391;0.07768003;0.08078322;0.081616305;0.09704506;0.11130306;0.10806757;0.07857397;0.038818028;0.016542941;0.01691588;0.021257566;0.01695707;0.007940834;-0.0008026554;0;0.0000818241;-0.0010520241;-0.00022209411;0.0103478255;0.037843645;0.057276875;0.05857423;0.04074228;0.025723662;0.043862313;0.070301935;0.074267894;0.04847661;0.05316341;0.08535591;0.13632621;0.16920893;0.20802806;0.2365431;0.29255643;0.29032248;0.22514156;0.14985907;0.12946391;0.15937072;0.23219545;0.28247333;0.28362152;0.2347517;0.16782959;0.11595423;0.09756329;0.10805236;0.10575906;0.07472155;0.037233867;0.010039318;-0.0011600099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00096853025;0.008861496;0.026695812;0.04954719;0.06093206;0.052756973;0.04703087;0.06306403;0.08327645;0.08455622;0.09476986;0.12143728;0.17638716;0.22266929;0.22783098;0.17556188;0.11295995;0.06877907;0.060633928;0.09461591;0.14952528;0.19175342;0.20321827;0.19864321;0.18772589;0.18244694;0.18355039;0.18814535;0.18944728;0.19614853;0.21565941;0.2440329;0.26543298;0.24886139;0.19409186;0.13460472;0.10201375;0.10155701;0.11641289;0.13300036;0.1324679;0.13328184;0.13748679;0.1490215;0.15682767;0.15928242;0.13141027;0.09111236;0.05028751;0.019825185;0.003970604;-0.00051024114;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.0009992562;0.009140255;0.028057544;0.046338055;0.052265014;0.042223465;0.021435022;0.0075727934;0.0015086806;-0.00019593255;0;0;0;0;0;0;0;0;-0.0035262299;0.032879937;0.09372758;0.14200938;0.1424964;0.0984255;0.03271016;0.0027998316;0.00874182;0.029278556;0.04319422;0.04247061;0.027764535;0.0080822185;0.003206169;0.015541015;0.03834322;0.07279564;0.11615127;0.15526263;0.1567405;0.120966084;0.06533961;0.018719353;-0.0021207475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0028499283;0.028499281;0.054806568;0.09053718;0.12416484;0.16565394;0.16740361;0.15146552;0.08696103;0.029095987;0.0062787477;0.03670953;0.07329381;0.09332958;0.08862052;0.069220416;0.06139517;0.07222786;0.08580955;0.09684746;0.09640772;0.08775497;0.07797894;0.071621135;0.072909735;0.08289841;0.08415081;0.07940835;0.09104742;0.1051245;0.10502305;0.07964966;0.040063065;0.016085811;0.016267411;0.02137933;0.017507436;0.00880778;-0.0008796091;0;0.0000818241;-0.0010315682;-0.00036820854;0.009441916;0.035286646;0.05365323;0.05502573;0.0384082;0.023444276;0.0367695;0.05869627;0.06170205;0.039398026;0.049940538;0.09107525;0.14854975;0.17874391;0.19040528;0.18010858;0.19325657;0.17955697;0.1355431;0.09563884;0.096743554;0.13343713;0.1933516;0.23340355;0.23329267;0.19185138;0.13762702;0.098184474;0.087766655;0.10011486;0.098444976;0.06951598;0.034584325;0.00924668;-0.0010709496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010241929;0.009362459;0.028302604;0.05266429;0.064884104;0.056448523;0.0485961;0.06183973;0.07975578;0.08061623;0.091005675;0.1200858;0.17893763;0.23075177;0.24049239;0.18944322;0.12332804;0.0738665;0.060574856;0.09081846;0.14297028;0.18338954;0.19516498;0.19298868;0.18593755;0.18492639;0.18700986;0.1870961;0.17918645;0.17552662;0.18454455;0.20428863;0.21987306;0.20541388;0.16050996;0.11461149;0.09161978;0.0943164;0.10788458;0.12584375;0.1297537;0.13405895;0.14120711;0.15491362;0.16481343;0.16967091;0.14272463;0.09919457;0.054642178;0.021290967;0.004141302;-0.00053807243;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0008794701;0.007633207;0.02920434;0.045216635;0.04662675;0.03202458;0.010735472;-0.0011614942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011355182;0.009663038;0.03762796;0.082269415;0.1050911;0.09529447;0.055863045;0.018151594;-0.000055662713;0.0034121212;0.008683375;0.022646353;0.046119295;0.06736295;0.083649844;0.08857322;0.08892666;0.08937754;0.089778304;0.0825032;0.065629065;0.04249566;0.019932799;0.005015205;-0.00059280737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012245786;0.011180403;0.035145406;0.05086454;0.061702058;0.053803522;0.043995764;0.045535397;0.06584892;0.06907736;0.064123385;0.037839472;0.01402699;-0.0014917593;-0.000053436164;0.00016921453;0.003914199;0.0155721875;0.037583426;0.050519433;0.047883246;0.030227048;0.010460126;-0.0011266123;-0.0016476148;0.015073448;0.04594396;0.07853778;0.09815331;0.10172546;0.09710128;0.108163394;0.12644188;0.13504003;0.13047892;0.11224012;0.08845687;0.06484116;0.043055072;0.021992318;0.014720176;0.02809721;0.060498074;0.10122811;0.11391084;0.0927145;0.05075247;0.016380219;0.011255177;0.02430603;0.028462173;0.020687956;0.018888196;0.036677983;0.081267476;0.114642814;0.12000869;0.08978016;0.05489823;0.027014947;0.014353546;0.021782655;0.04330926;0.068873264;0.08673356;0.085408784;0.060405113;0.03570203;0.014494557;0.0032284344;-0.0013247713;0.00007792773;0;0;0;0;0;-0.0011800484;0.0115667;0.026005594;0.033508923;0.028109644;0.014806266;-0.00017812062;-0.00090173504;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00019481932;0.0020149883;0.0032284344;0.0035345792;0.0022265064;0.00061228935;-0.0008627712;0.0000667952;-0.0021745546;0.019916099;0.061785556;0.09059655;0.092132844;0.0708697;0.048656583;0.054783188;0.07661037;0.07438015;0.05457909;0.026766317;0.007043182;-0.0014806268;0.000055662655;0.00007792773;-0.0013136388;0.003785061;0.008739037;0.011800484;0.009907953;0.005421543;-0.0005343616;-0.00035624104;0.0022821692;0.019185487;0.040609248;0.06575319;0.08669793;0.101175636;0.109110266;0.11042374;0.10305004;0.08268099;0.06311791;0.048178148;0.04570572;0.050204013;0.06608085;0.06404175;0.05104081;0.02903179;0.0091583645;-0.0010112051;0;0;0;0;0;0;0;0;0;0
