;meta[fps=30]
;meta[frames=88]
jaw_open_a;0;0;0;-0.008571429;0.0069142864;0.028617144;0.056845717;0.064548574;0.051725715;0.018377146;0.0030742865;-0.0060114292;0;0;-0.013142857;0.0029371423;0.04740571;0.122114286;0.14971429;0.13020572;0.06358858;0.009005718;-0.02556343;0.009856001;0.029403428;0.037028573;0.034048002;0.020132573;-0.0047177146;-0.0028160003;0.00032914273;-0.00007314278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0082971435;0.010205715;0.027885715;0.036308575;0.033828575;0.010754285;0.0066742855;0.023268571;0.051794283;0.0816;0.093988575;0.07090286;0.07440001;0.06460572;0.07510859;0.10544686;0.12692344;0.12890744;0.115220584;0.084274285;0.04554286;0.019254856;0.0024137145;0.000662857;-0.0023314287;0;0;-0.009563429;0.009974858;0.034770284;0.047296003;0.022482283;0.040316958;0.09222401;0.15044573;0.1847406;0.17949563;0.11390172;0.07077485;0.051321905;0.018102856;-0.0028038095;-0.004632381;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0040685716;-0.00066285755;0.013440002;0.047908574;0.06262857;0.0576;0.032822855;0.0017234271;-0.0048457137;0.014518859;0.025426285;0.045065146;0.062866285;0.08426972;0.116228566;0.109248005;0.076109715;0.03776;0.0013485721;-0.01961143;0.005065142;0.037531428;0.07312458;0.102464005;0.09609144;0.05400686;0.022290286;0.0011885712;-0.006546286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008114286;0.0017028572;0.030125715;0.06764572;0.09645715;0.10668573;0.07652572;0.036365718;0.014582857;0.02633143;0.05191619;0.07203048;0.080777146;0.07161905;0.06745905;0.08685257;0.100791626;0.100463234;0.08618743;0.0642042;0.048448756;0.052406855;0.06762667;0.084487624;0.093714304;0.118753545;0.15618743;0.1726781;0.18218668;0.15742172;0.10318325;0.041837726;0.02832305;0.041011814;0.08304458;0.11368078;0.10997945;0.1023101;0.08835505;0.06886858;0.04297143;0.011748571;-0.012891429;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0014694942;0.012528868;0.04919466;0.09670273;0.13767888;0.16227826;0.16473904;0.15823147;0.14696534;0.12579046;0.09415704;0.059539326;0.02845857;0.0072472785;-0.0011355184;-0.0008826508;0.00007633737;0;0;-0.0011259761;0.010410508;0.030692391;0.048369262;0.04975192;0.035326067;0.014873381;0.012405776;0.029948104;0.043545697;0.043024693;0.028193297;0.010254971;-0.0010916244;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00012404822;0.0008110844;0.005725302;0.022185545;0.034208678;0.035687715;0.02810169;0.025048196;0.040363383;0.05820724;0.057157602;0.037023623;0.013019577;0.0016746502;0.017403485;0.045763053;0.06327174;0.0610174;0.038759574;0.013275543;-0.0014327568;-0.00047520004;0.0035363282;0.020406885;0.048184145;0.07044984;0.07136589;0.05045136;0.02227715;0.0042233653;-0.00054772064;-0.00095421704;0.008191953;0.030947642;0.06564536;0.101647966;0.1095799;0.08540242;0.047100157;0.014391977;-0.0016030847;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0017319039;0.01674651;0.039533213;0.06255131;0.06955384;0.067976505;0.06491252;0.08575668;0.108225875;0.13108175;0.15539974;0.19122319;0.23362286;0.27233833;0.29840127;0.26777807;0.19502023;0.104987726;0.032555494;-0.0050919405;0.013697785;0.03944733;0.06257755;0.06576941;0.04866507;0.019780919;0.004680435;-0.000057253055;-0.000042939766;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015207834;0.014578051;0.03502453;0.0657372;0.096134976;0.11934392;0.11960513;0.11588727;0.11711821;0.13748597;0.15966675;0.1691755;0.14799908;0.10338464;0.06040767;0.028086187;0.01462099;0.03919208;0.07541297;0.106877066;0.119621605;0.1142663;0.102282524;0.10549299;0.10881223;0.11704235;0.12447952;0.12547475;0.12946816;0.12963466;0.11428466;0.08758567;0.057901412;0.028147016;0.023034798;0.040411092;0.09573898;0.14634827;0.15750545;0.11722318;0.05737707;0.008227735;-0.0011784579;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00012722892;-0.0013597592;-0.0032125309;0.009674171;0.0693843;0.1656998;0.25500813;0.2795856;0.22137439;0.14153105;0.07714525;0.044025186;0.025685929;0.011212048;-0.0045683132;0.0003816868;-0.000007951808;0;0;0;0;0;0;0;0;0;0;-0.0012139761;0.012176869;0.023908436;0.026108436;0.057783138;0.0871147;0.09526796;0.08042989;0.041746993;-0.0014313252;-0.0023060245;0.0001749398;0;0;0;0;0;0;0;0;0;0.000047710855;-0.00045722898;-0.0018686749;0.0030654222;0.037870485;0.067033745;0.07668326;0.057193384;0.024292774;-0.002500844;-0.0033874703;0.03244868;0.081696875;0.11497254;0.123279534;0.09746266;0.05118844;0.02894988;0.013311326;-0.0013624097;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004597158;0.012924086;0.027328152;0.045559566;0.07446529;0.101733804;0.12909992;0.12984803;0.11409952;0.084104136;0.056738034;0.033969093;0.01856211;0.007080057;0.0016751435;0.00009758117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00021684708;-0.00051049417;0.0011881414;0.0029455062;0.006342778;0.010155671;0.01818805;0.02329751;0.030317934;0.024847064;0.020356521;0.012242827;0.007923954;0.0040704003;0.001938071;-0.00013552942;-0.00013552942;0;0;0;0;0;0;0;0;0;0.00012197647;0.0018703061;0.008208565;0.023627298;0.043757934;0.074351445;0.11075013;0.15401565;0.17720471;0.18242261;0.14437498;0.10809827;0.0659712;0.040378734;0.01937619;0.007454119;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017334943;0.015005063;0.05556724;0.11394941;0.1409458;0.1239687;0.06959423;0.021684583;-0.004061784;0.015439231;0.04379856;0.07403453;0.0958352;0.09119134;0.06230401;0.034396343;0.011482412;-0.001253205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00056457834;0.004055422;0.025732052;0.060553018;0.08031327;0.07299761;0.053571336;0.04570302;0.066803545;0.10568708;0.12911351;0.11734682;0.083818026;0.042208195;0.011276062;-0.00086316897;-0.000500964;0.0052982904;0.02905909;0.06762855;0.09815712;0.098984115;0.06962604;0.03076396;0.002935809;0.025332343;0.08613135;0.14505161;0.17032774;0.16310485;0.13002904;0.10052889;0.073265314;0.03922892;0.009642892;-0.0011397591;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0010130603;0.009963616;0.0217474;0.030503135;0.028063107;0.018202135;0.0077030445;0.016247934;0.035225563;0.074789464;0.1293892;0.18110782;0.1998706;0.16917218;0.10432742;0.042332567;0.0069355676;-0.0018813979;0.00007792773;-0.004058921;0.03825361;0.10366168;0.15650335;0.16014145;0.12482128;0.08609565;0.11556459;0.17734237;0.22999477;0.2617147;0.2677296;0.2310479;0.16553628;0.08739037;0.023567569;-0.0027163378;0;0;0;0;0;0;0;0;-0.0018090364;0.015919521;0.05646698;0.10142292;0.13115235;0.14468673;0.15332282;0.17156902;0.19549002;0.2043599;0.19518298;0.18907493;0.18205586;0.17231676;0.1497385;0.110389814;0.061387375;0.036507282;0.020472724;0.031451255;0.055509027;0.087766655;0.1248558;0.16231008;0.16910651;0.16548696;0.16398889;0.17581238;0.1802858;0.15736724;0.100172006;0.041784097;0.005624897;-0.0052397125;0.031297263;0.08732173;0.13184258;0.15246375;0.13020425;0.077178136;0.04117181;0.016344411;-0.0017218317;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0009518315;0.009373591;0.02019998;0.029529043;0.028293107;0.019553846;0.009572418;0.017932285;0.037003424;0.07839974;0.1335757;0.18235266;0.19815417;0.16572554;0.10148639;0.041473135;0.007558989;-0.0019259282;0.00007792773;-0.0042214557;0.039818835;0.10754693;0.16149072;0.1637317;0.12507622;0.08318895;0.11424094;0.18316188;0.24232964;0.2779404;0.2831777;0.24216376;0.17165364;0.09086651;0.024413645;-0.002816531;0;0;0;0;0;0;0;0;-0.0018980966;0.01655964;0.060499746;0.11140325;0.14256321;0.14896719;0.14303635;0.14651527;0.16101815;0.16826265;0.16050142;0.15477651;0.14887907;0.14167634;0.12393351;0.09240566;0.051013757;0.03155632;0.019173;0.030945884;0.05541741;0.08974128;0.12841548;0.16714533;0.17343225;0.16521606;0.15596382;0.15734127;0.16133228;0.14228268;0.09404762;0.041991916;0.0074966475;-0.0055072634;0.021806402;0.058545984;0.09177994;0.11690272;0.110546045;0.0763302;0.045353934;0.017377883;-0.0018368679;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0008460725;0.0072138812;0.02831003;0.055774916;0.079567924;0.094025;0.095740326;0.09208831;0.0839059;0.06468837;0.040002905;0.016666887;0.01936467;0.053875886;0.11157581;0.13798772;0.121344596;0.06810326;0.02120747;-0.0033787233;0.009997013;0.023667762;0.031098727;0.026662417;0.014416628;0.00036180738;-0.0011911809;-0.000044530123;0.000011132533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008238074;0.008238073;0.015151377;0.032373402;0.056308348;0.084328935;0.08919384;0.0795141;0.055378776;0.05060571;0.070480615;0.10669391;0.13382971;0.12930991;0.09744442;0.05229784;0.016081499;-0.0014809048;0.00013915663;-0.000013915664;0;0;-0.0012980533;0.012386056;0.03184572;0.044942033;0.039123055;0.052444242;0.09237106;0.14078312;0.16294797;0.14753574;0.1040183;0.0695401;0.04687167;0.021292822;0.004612579;-0.00057146995;0;0;0;0;0;0;0;0;0;0
